brand,name,price_usd,price_bdt,image_url,capacity_gb,ddr_generation,speed_mhz,modules,cas_latency,color,price_per_gb
GeIL,GeIL Super Luce 16 GB,,,,16,DDR4,3000,"4,4",16,White / Blue,
GeIL,GeIL Super Luce 16 GB,,,,16,DDR4,3400,"4,4",16,White / Blue,
GeIL,GeIL Super Luce 16 GB,,,,16,DDR4,3000,"4,4",16,White / Red,
GeIL,GeIL Super Luce 16 GB,,,,16,DDR4,3400,"4,4",16,White / Red,
GeIL,GeIL Super Luce 16 GB,,,,16,DDR4,3000,"4,4",16,White,
GeIL,GeIL Super Luce 16 GB,,,,16,DDR4,3400,"4,4",16,White,
G.Skill,G.Skill Ripjaws 4 16 GB,,,,16,DDR4,3400,"4,4",16,Blue,
Kingston,Kingston D1G72M151 8 GB,,,,8,DDR4,2133,"1,8",15,Black / Green,
Kingston,Kingston KTD-PE421LQ/32G 32 GB,,,,32,DDR4,2133,"1,32",15,Black / Green,
Kingston,Kingston KVR16LR11S8/4HB 4 GB,51.88,7003.8,,4,DDR3,1600,"1,4",11,Black / Green,12.97
Kingston,Kingston KVR16R11S8/4HB 4 GB,19.98,2697.3,,4,DDR3,1600,"1,4",11,Black / Green,4.995
Corsair,Corsair Dominator Platinum 128 GB,,,,128,DDR4,2400,"8,16",15,Black / Silver,
Crucial,Crucial CT4K8G4RFD8213 32 GB,,,,32,DDR4,2133,"4,8",15,Black / Green,
Corsair,Corsair Dominator Platinum 128 GB,,,,128,DDR4,2666,"8,16",15,Black / Silver,
Corsair,Corsair Dominator Platinum 64 GB,,,,64,DDR4,2800,"8,8",15,Black / Silver,
GeIL,GeIL GLR4128GB2400C14DQC 128 GB,,,,128,DDR4,2400,"8,16",14,Black / Red,
GeIL,GeIL Super Luce 16 GB,,,,16,DDR4,3000,"4,4",16,Black / Blue,
GeIL,GeIL GLR464GB3000C13QC 64 GB,,,,64,DDR4,3000,"4,16",13,Black / Red,
G.Skill,G.Skill Trident X 32 GB,,,,32,DDR4,2800,"4,8",15,Black / Gold,
Kingston,Kingston D4G72M152Q 32 GB,,,,32,DDR4,2133,"1,32",15,Black / Green,
GeIL,GeIL Super Luce 16 GB,,,,16,DDR4,3400,"4,4",16,Black / Blue,
GeIL,GeIL Super Luce 16 GB,,,,16,DDR4,3400,"4,4",16,Black / Red,
GeIL,GeIL Super Luce 16 GB,,,,16,DDR4,3400,"4,4",16,Black / White,
G.Skill,G.Skill Ripjaws 4 16 GB,,,,16,DDR4,2800,"2,8",16,Red,
G.Skill,G.Skill Ripjaws 4 8 GB,,,,8,DDR4,2800,"2,4",16,Red,
G.Skill,G.Skill Ripjaws 4 8 GB,,,,8,DDR4,3000,"2,4",15,Blue,
G.Skill,G.Skill Ripjaws 4 8 GB,,,,8,DDR4,3000,"2,4",15,Black,
G.Skill,G.Skill Ripjaws 4 16 GB,,,,16,DDR4,3300,"4,4",16,Red,
G.Skill,G.Skill Ripjaws 4 16 GB,,,,16,DDR4,3333,"4,4",16,Red,
PNY,PNY Anarchy 8 GB,107.27,14481.45,,8,DDR3,2800,"2,4",12,Black / Red,
Mushkin,Mushkin Essentials 4 GB,23.99,3238.65,,4,DDR4,2133,"1,4",15,Black / Green,5.997
Mushkin,Mushkin Essentials 16 GB,,,,16,DDR4,2133,"4,4",15,Black / Green,
Mushkin,Mushkin Essentials 32 GB,,,,32,DDR4,2133,"4,8",15,Black / Green,
PNY,PNY Anarchy 16 GB,,,,16,DDR4,2133,"4,4",15,Black / Blue,
PNY,PNY Anarchy 16 GB,,,,16,DDR4,2133,"4,4",15,Black / Red,
PNY,PNY Anarchy 16 GB,,,,16,DDR4,2400,"4,4",15,Black / Blue,
PNY,PNY Anarchy 16 GB,,,,16,DDR4,2400,"4,4",15,Black / Red,
PNY,PNY Anarchy 4 GB,,,,4,DDR4,2133,"1,4",15,Black / Blue,
PNY,PNY Anarchy 4 GB,29.99,4048.65,,4,DDR4,2133,"1,4",15,Black / Red,
PNY,PNY Anarchy 4 GB,,,,4,DDR4,2400,"1,4",15,Black / Blue,
PNY,PNY Anarchy 4 GB,,,,4,DDR4,2400,"1,4",15,Black / Red,
PNY,PNY Anarchy 8 GB,,,,8,DDR4,2133,"2,4",15,Black / Blue,
PNY,PNY Anarchy 8 GB,,,,8,DDR4,2400,"2,4",15,Black / Red,
PNY,PNY Anarchy 8 GB,,,,8,DDR4,2133,"1,8",15,Black / Blue,
PNY,PNY Anarchy 8 GB,,,,8,DDR4,2133,"1,8",15,Black / Red,
PNY,PNY Anarchy 8 GB,,,,8,DDR4,2400,"1,8",15,Black / Blue,
Corsair,Corsair Vengeance LPX 8 GB,,,,8,DDR4,3200,"2,4",16,Red,
Kingston,Kingston KCS-UC421LQ/32G 32 GB,,,,32,DDR4,2133,"1,32",15,Black / Green,
G.Skill,G.Skill Ripjaws V 16 GB,,,,16,DDR4,2133,"4,4",15,Black / Red,
G.Skill,G.Skill Ripjaws V 16 GB,,,,16,DDR4,2666,"4,4",15,Black / Red,
G.Skill,G.Skill Ripjaws V 16 GB,,,,16,DDR4,2800,"4,4",15,Black / Red,
G.Skill,G.Skill Ripjaws V 32 GB,,,,32,DDR4,2800,"4,8",15,Black / Red,
G.Skill,G.Skill Ripjaws V 8 GB,,,,8,DDR4,3000,"2,4",15,Black / Red,
G.Skill,G.Skill Ripjaws V 16 GB,,,,16,DDR4,3200,"4,4",16,Black,
Kingston,Kingston KVR16R11D8K3/24I 24 GB,171.48,23149.8,,24,DDR3,1600,"3,8",11,Black / Green,
Mushkin,Mushkin Blackline 8 GB,,,,8,DDR4,2400,"1,8",15,Black / Silver,
Corsair,Corsair Dominator Platinum 16 GB,,,,16,DDR4,3466,"4,4",18,Black / Silver,
G.Skill,G.Skill Ripjaws V 8 GB,,,,8,DDR4,3466,"2,4",16,Black,
G.Skill,G.Skill Ripjaws V 16 GB,,,,16,DDR4,3466,"4,4",16,Black,
Mushkin,Mushkin Blackline 4 GB,,,,4,DDR4,2400,"1,4",15,Black / Silver,
Mushkin,Mushkin Redline 4 GB,,,,4,DDR4,2666,"1,4",15,Red / Silver,
Mushkin,Mushkin Redline 4 GB,,,,4,DDR4,2800,"1,4",15,Red / Silver,
Mushkin,Mushkin Redline 8 GB,,,,8,DDR4,3000,"1,8",15,Red / Silver,
Mushkin,Mushkin Blackline 16 GB,,,,16,DDR4,2400,"4,4",15,Black / Silver,
Mushkin,Mushkin Blackline 32 GB,,,,32,DDR4,2400,"4,8",15,Black / Silver,
Mushkin,Mushkin Blackline 8 GB,,,,8,DDR4,2400,"2,4",15,Black / Silver,
Mushkin,Mushkin Blackline 16 GB,,,,16,DDR4,2400,"2,8",15,Black / Silver,
Patriot,Patriot PSD48G2133K 8 GB,,,,8,DDR4,2133,"2,4",15,Black / Green,
Mushkin,Mushkin Blackline 4 GB,,,,4,DDR4,2133,"1,4",12,Black / Silver,
Mushkin,Mushkin Blackline 16 GB,,,,16,DDR4,2133,"4,4",12,Black / Silver,
Mushkin,Mushkin Blackline 8 GB,,,,8,DDR4,2133,"2,4",12,Black / Silver,
ADATA,ADATA AX4U3000W4G16-QGZ 16 GB,,,,16,DDR4,3000,"4,4",16,Black / Gold,
ADATA,ADATA AX4U3300W4G16-DGZ 8 GB,,,,8,DDR4,3300,"2,4",16,Black / Gold,
ADATA,ADATA AX4U3333W4G16-DGZ 8 GB,,,,8,DDR4,3333,"2,4",16,Black / Gold,
Mushkin,Mushkin Blackline 8 GB,,,,8,DDR4,2133,"1,8",12,Black / Silver,
Mushkin,Mushkin Blackline 4 GB,,,,4,DDR4,2800,"1,4",16,Black / Silver,
Mushkin,Mushkin Redline 16 GB,,,,16,DDR4,2666,"4,4",15,Red / Silver,
Mushkin,Mushkin Blackline 16 GB,,,,16,DDR4,2800,"4,4",16,Black / Silver,
Mushkin,Mushkin Redline 8 GB,,,,8,DDR4,2800,"2,4",15,Red / Silver,
Mushkin,Mushkin Blackline 8 GB,,,,8,DDR4,2800,"2,4",16,Black / Silver,
TEAMGROUP,TEAMGROUP TDWED416G3000HC16AQC01 16 GB,,,,16,DDR4,3000,"4,4",16,Black / White,
Corsair,Corsair Vengeance LPX 32 GB,,,,32,DDR4,2400,"2,16",15,Red,
Crucial Ballistix,Crucial Ballistix Tactical 8 GB,,,,8,DDR4,2666,"1,8",16,Silver,
Mushkin,Mushkin Redline 4 GB,,,,4,DDR4,3000,"1,4",15,Red / Silver,
Mushkin,Mushkin Blackline 8 GB,,,,8,DDR4,2800,"1,8",16,Black / Silver,
Mushkin,Mushkin Redline 32 GB,,,,32,DDR4,3000,"4,8",15,Red / Silver,
Mushkin,Mushkin Blackline 32 GB,,,,32,DDR4,2800,"4,8",16,Black / Silver,
Mushkin,Mushkin Redline 8 GB,,,,8,DDR4,3000,"2,4",15,Red / Silver,
Mushkin,Mushkin Blackline 16 GB,,,,16,DDR4,2800,"2,8",16,Black / Silver,
G.Skill,G.Skill Trident Z 16 GB,,,,16,DDR4,2800,"2,8",15,Red / Silver,
G.Skill,G.Skill Trident Z 8 GB,,,,8,DDR4,2800,"2,4",15,Red / Silver,
G.Skill,G.Skill Ripjaws V 16 GB,,,,16,DDR4,2800,"4,4",15,Black / Red,
G.Skill,G.Skill Ripjaws V 32 GB,,,,32,DDR4,2800,"4,8",15,Black / Red,
G.Skill,G.Skill Ripjaws V 16 GB,,,,16,DDR4,3000,"4,4",15,Black / Red,
G.Skill,G.Skill Ripjaws V 32 GB,,,,32,DDR4,3000,"4,8",15,Black / Red,
Kingston,Kingston HyperX Savage 4 GB,,,,4,DDR4,2133,"1,4",13,Black / White,
Kingston,Kingston HyperX Savage 4 GB,,,,4,DDR4,2400,"1,4",12,Black / White,
Kingston,Kingston HyperX Savage 8 GB,,,,8,DDR4,2400,"2,4",12,Black / White,
Kingston,Kingston HyperX Savage 16 GB,,,,16,DDR4,2400,"4,4",12,Black / White,
Kingston,Kingston HyperX Savage 32 GB,,,,32,DDR4,2400,"4,8",12,Black / White,
Kingston,Kingston HyperX Savage 4 GB,,,,4,DDR4,2666,"1,4",13,Black / White,
Kingston,Kingston HyperX Savage 8 GB,,,,8,DDR4,2666,"1,8",13,Black / White,
Kingston,Kingston HyperX Savage 8 GB,,,,8,DDR4,2666,"2,4",13,Black / White,
Kingston,Kingston HyperX Savage 16 GB,,,,16,DDR4,2666,"4,4",13,Black / White,
Kingston,Kingston HyperX Savage 4 GB,,,,4,DDR4,2800,"1,4",14,Black / White,
Kingston,Kingston HyperX Savage 8 GB,,,,8,DDR4,2800,"1,8",14,Black / White,
Kingston,Kingston HyperX Savage 8 GB,,,,8,DDR4,2800,"2,4",14,Black / White,
Kingston,Kingston HyperX Savage 16 GB,,,,16,DDR4,2800,"4,4",14,Black / White,
Kingston,Kingston HyperX Savage 4 GB,,,,4,DDR4,3000,"1,4",15,Black / White,
Kingston,Kingston HyperX Savage 16 GB,,,,16,DDR4,3000,"2,8",15,Black / White,
Kingston,Kingston HyperX Savage 8 GB,,,,8,DDR4,3000,"2,4",15,Black / White,
Kingston,Kingston HyperX Savage 32 GB,,,,32,DDR4,3000,"4,8",15,Black / White,
TEAMGROUP,TEAMGROUP Dark 16 GB,,,,16,DDR4,2666,"2,8",15,Black / White,
TEAMGROUP,TEAMGROUP Dark 16 GB,,,,16,DDR4,3000,"2,8",15,Black / White,
TEAMGROUP,TEAMGROUP Dark 8 GB,,,,8,DDR4,2800,"2,4",15,Black / White,
TEAMGROUP,TEAMGROUP Dark 8 GB,,,,8,DDR4,2800,"2,4",16,Black / White,
TEAMGROUP,TEAMGROUP Dark 8 GB,,,,8,DDR4,3000,"2,4",16,Black / White,
TEAMGROUP,TEAMGROUP Xtreem 16 GB,,,,16,DDR4,3466,"2,8",17,Black / Red,
G.Skill,G.Skill Ripjaws V 16 GB,,,,16,DDR4,2800,"2,8",16,Black / Red,
G.Skill,G.Skill Ripjaws V 16 GB,,,,16,DDR4,2800,"4,4",16,Black / Red,
G.Skill,G.Skill Trident Z 8 GB,,,,8,DDR4,3200,"2,4",16,Red / Silver,
G.Skill,G.Skill Ripjaws V 16 GB,,,,16,DDR4,3200,"4,4",16,Black,
G.Skill,G.Skill Trident Z 8 GB,,,,8,DDR4,4000,"2,4",19,Red / Silver,
Kingston,Kingston HyperX Savage 32 GB,,,,32,DDR4,2800,"4,8",14,Black / White,
Mushkin,Mushkin Redline 32 GB,,,,32,DDR4,2666,"4,8",15,Red / Silver,
Mushkin,Mushkin Redline 16 GB,,,,16,DDR4,2666,"2,8",15,Red / Silver,
Patriot,Patriot Viper 4 8 GB,,,,8,DDR4,2666,"2,4",15,Black / Red,
G.Skill,G.Skill Ripjaws V 32 GB,,,,32,DDR4,2800,"4,8",16,Red,
Kingston,Kingston Impact 4 GB,,,,4,DDR4,2133,"1,4",13,Black / Silver,
Kingston,Kingston Impact 8 GB,,,,8,DDR4,2133,"1,8",13,Black / Silver,
Kingston,Kingston Impact 8 GB,,,,8,DDR4,2133,"2,4",13,Black / Silver,
Kingston,Kingston Impact 4 GB,,,,4,DDR4,2400,"1,4",14,Black / Silver,
Kingston,Kingston Impact 8 GB,,,,8,DDR4,2400,"1,8",14,Black / Silver,
Kingston,Kingston Impact 16 GB,,,,16,DDR4,2400,"2,8",14,Black / Silver,
Kingston,Kingston Impact 8 GB,,,,8,DDR4,2400,"2,4",14,Black / Silver,
Kingston,Kingston KVR21S15D8/8 8 GB,,,,8,DDR4,2133,"1,8",15,Black / Silver,
Kingston,Kingston KVR21S15S8/4 4 GB,,,,4,DDR4,2133,"1,4",15,Black / Silver,
Kingston,Kingston KVR21SE15S8/4 4 GB,,,,4,DDR4,2133,"1,4",15,Black / Silver,
Mushkin,Mushkin Redline 8 GB,,,,8,DDR4,2800,"1,8",15,Red / Silver,
Mushkin,Mushkin Blackline 32 GB,,,,32,DDR4,2133,"4,8",12,Black / Silver,
Mushkin,Mushkin Redline 32 GB,,,,32,DDR4,2800,"4,8",15,Red / Silver,
Mushkin,Mushkin Blackline 16 GB,,,,16,DDR4,2133,"2,8",12,Black / Silver,
Mushkin,Mushkin Redline 16 GB,,,,16,DDR4,2800,"2,8",15,Red / Silver,
Panram,Panram Ninja-V 8 GB,,,,8,DDR4,2400,"2,4",15,Black / Silver,
Panram,Panram Ninja-V 16 GB,,,,16,DDR4,2400,"4,4",15,White / Silver,
Panram,Panram Ninja-V 16 GB,,,,16,DDR4,2400,"2,8",15,Black / Silver,
Panram,Panram Ninja-V 16 GB,,,,16,DDR4,2400,"4,4",15,White / Silver,
Panram,Panram Ninja-V 8 GB,,,,8,DDR4,3000,"2,4",15,Black / Silver,
Panram,Panram Ninja-V 16 GB,,,,16,DDR4,3000,"4,4",15,White / Silver,
Panram,Panram Ninja-V 16 GB,,,,16,DDR4,3000,"2,8",15,Black / Silver,
Panram,Panram Ninja-V 16 GB,,,,16,DDR4,3200,"4,4",16,White / Silver,
Corsair,Corsair Vengeance LPX 16 GB,,,,16,DDR4,3000,"4,4",15,Blue,
GeIL,GeIL Super Luce 16 GB,,,,16,DDR4,2400,"2,8",15,Black / White,
GeIL,GeIL Super Luce 16 GB,,,,16,DDR4,2666,"2,8",15,Black / White,
GeIL,GeIL Super Luce 32 GB,,,,32,DDR4,2400,"2,16",14,Black / White,
GeIL,GeIL Super Luce 8 GB,,,,8,DDR4,2400,"2,4",15,Black / White,
GeIL,GeIL Super Luce 128 GB,,,,128,DDR4,2400,"8,16",14,White,
GeIL,GeIL Super Luce 16 GB,,,,16,DDR4,2400,"2,8",15,White,
GeIL,GeIL Super Luce 16 GB,,,,16,DDR4,2666,"2,8",15,White,
GeIL,GeIL GLWW464GB2400C14QC 64 GB,,,,64,DDR4,2400,"4,16",14,White,
GeIL,GeIL Super Luce 8 GB,,,,8,DDR4,2400,"2,4",15,White,
G.Skill,G.Skill Trident Z 8 GB,,,,8,DDR4,3466,"2,4",16,Red / Silver,
G.Skill,G.Skill Trident Z 16 GB,,,,16,DDR4,3466,"4,4",16,Red / Silver,
Mushkin,Mushkin Redline 4 GB,,,,4,DDR4,3200,"1,4",16,Red / Silver,
Mushkin,Mushkin Redline 16 GB,,,,16,DDR4,3200,"4,4",16,Red / Silver,
Mushkin,Mushkin Redline 16 GB,,,,16,DDR4,3000,"4,4",15,Red / Silver,
Patriot,Patriot Signature Line 4 GB,,,,4,DDR4,2400,"1,4",17,Blue / Silver,
Avexir,Avexir Core 16 GB,,,,16,DDR4,2400,"2,8",16,Black / Blue,
ADATA,ADATA AX4U3200W4G16-DGZ 8 GB,,,,8,DDR4,3200,"2,4",16,Gold,
G.Skill,G.Skill Ripjaws V 64 GB,,,,64,DDR4,2133,"4,16",15,Red,
G.Skill,G.Skill Ripjaws V 64 GB,,,,64,DDR4,2666,"4,16",15,Red,
G.Skill,G.Skill Ripjaws V 64 GB,,,,64,DDR4,2800,"4,16",15,Red,
G.Skill,G.Skill Ripjaws V 64 GB,,,,64,DDR4,3000,"4,16",15,Red,
G.Skill,G.Skill Trident Z 32 GB,,,,32,DDR4,3200,"4,8",16,Red / Silver,
G.Skill,G.Skill Trident Z 16 GB,,,,16,DDR4,3600,"4,4",17,Red / Silver,
Kingston,Kingston KTL-TS421LQ/32G 32 GB,,,,32,DDR4,2133,"1,32",15,Black / Green,
Kingston,Kingston KVR21SE15D8/8 8 GB,,,,8,DDR4,2133,"1,8",15,Black / Green,
TEAMGROUP,TEAMGROUP Dark 8 GB,,,,8,DDR4,3200,"2,4",16,Black / White,
G.Skill,G.Skill Trident Z 8 GB,,,,8,DDR4,3733,"2,4",17,Red / Silver,
G.Skill,G.Skill Trident Z 16 GB,,,,16,DDR4,3733,"4,4",17,Red / Silver,
G.Skill,G.Skill Trident Z 16 GB,,,,16,DDR4,3866,"4,4",18,Red / Silver,
G.Skill,G.Skill Trident Z 8 GB,,,,8,DDR4,4133,"2,4",19,Red / Silver,
G.Skill,G.Skill Trident Z 8 GB,,,,8,DDR4,4200,"2,4",19,Red / Silver,
G.Skill,G.Skill Trident Z 8 GB,,,,8,DDR4,4266,"2,4",19,Red / Silver,
Avexir,Avexir Core 32 GB,,,,32,DDR4,2400,"4,8",16,Black / Blue,
G.Skill,G.Skill Trident Z 8 GB,,,,8,DDR4,3000,"2,4",15,Red / Silver,
G.Skill,G.Skill Trident Z 16 GB,,,,16,DDR4,3200,"4,4",16,Red / Silver,
Panram,Panram Ninja-V 16 GB,,,,16,DDR4,2400,"2,8",15,Red / Silver,
Panram,Panram Ninja-V 8 GB,,,,8,DDR4,2133,"2,4",13,Black / Silver,
Panram,Panram Ninja-V 16 GB,,,,16,DDR4,2133,"4,4",13,Black / Silver,
Panram,Panram Ninja-V 16 GB,,,,16,DDR4,2133,"2,8",13,Black / Silver,
Panram,Panram Ninja-V 32 GB,,,,32,DDR4,2133,"4,8",13,Black / Silver,
Panram,Panram Ninja-V 8 GB,,,,8,DDR4,2400,"2,4",15,Black / Silver,
Panram,Panram Ninja-V 16 GB,,,,16,DDR4,2400,"4,4",15,Black / Silver,
Panram,Panram Ninja-V 16 GB,,,,16,DDR4,2400,"4,4",15,Red / Silver,
Panram,Panram Ninja-V 4 GB,,,,4,DDR4,2400,"1,4",15,Black / Silver,
Panram,Panram Ninja-V 4 GB,,,,4,DDR4,2400,"1,4",15,Red / Silver,
Panram,Panram Ninja-V 32 GB,,,,32,DDR4,2400,"4,8",15,Red / Silver,
Panram,Panram Ninja-V 8 GB,,,,8,DDR4,2400,"1,8",15,Black / Silver,
Panram,Panram Ninja-V 8 GB,,,,8,DDR4,2400,"1,8",15,Red / Silver,
Avexir,Avexir Budget 4 GB,,,,4,DDR4,2133,"1,4",15,Black / Green,
Avexir,Avexir Raiden 16 GB,,,,16,DDR4,2666,"2,8",15,White / Blue,
Avexir,Avexir Raiden 32 GB,,,,32,DDR4,2666,"4,8",15,White / Blue,
Avexir,Avexir Raiden 16 GB,,,,16,DDR4,2800,"2,8",15,White / Blue,
Avexir,Avexir Raiden 32 GB,,,,32,DDR4,2800,"4,8",15,White / Blue,
Avexir,Avexir Raiden 16 GB,,,,16,DDR4,3000,"2,8",15,White / Blue,
Avexir,Avexir Raiden 32 GB,,,,32,DDR4,3000,"4,8",15,White / Blue,
GeIL,GeIL SUPER HERO 16 GB,,,,16,DDR4,3866,"4,4",18,Black / White,
GeIL,GeIL SUPER HERO 8 GB,,,,8,DDR4,3466,"2,4",16,Black / White,
GeIL,GeIL SUPER HERO 8 GB,,,,8,DDR4,3600,"2,4",17,Black / White,
GeIL,GeIL Dragon RAM Combo 8 GB,,,,8,DDR4,3466,"2,4",16,White / Gold,
GeIL,GeIL SUPER HERO 16 GB,,,,16,DDR4,3600,"4,4",17,Black / White,
Panram,Panram Ninja-V 8 GB,,,,8,DDR4,2666,"2,4",16,Black / Silver,
Panram,Panram Ninja-V 8 GB,,,,8,DDR4,2666,"2,4",16,Black / Silver,
Panram,Panram Ninja-V 16 GB,,,,16,DDR4,2666,"2,8",16,Black / Silver,
Panram,Panram Ninja-V 16 GB,,,,16,DDR4,2666,"2,8",16,Black / Silver,
G.Skill,G.Skill Ripjaws 8 GB,38.27,5166.45,,8,DDR4,2133,"1,8",15,Black / Blue,4.784
Panram,Panram Ninja-V 8 GB,,,,8,DDR4,3000,"2,4",15,Black / Silver,
Panram,Panram Ninja-V 16 GB,,,,16,DDR4,3000,"2,8",15,Black / Silver,
Kingston,Kingston Savage 64 GB,,,,64,DDR4,2400,"4,16",14,Black / Silver,
Kingston,Kingston Savage 64 GB,,,,64,DDR4,2666,"4,16",15,Black / Silver,
AMD,AMD R7 Performance 4 GB,,,,4,DDR4,2400,"1,4",15,Black / Red,
Avexir,Avexir Core 32 GB,,,,32,DDR4,2133,"4,8",15,Black / Blue,
Avexir,Avexir Blitz1.1 8 GB,,,,8,DDR4,2800,"2,4",15,Black / Red,
Avexir,Avexir Blitz1.1 16 GB,,,,16,DDR4,2800,"2,8",15,Black / Red,
Corsair,Corsair Dominator Platinum 8 GB,,,,8,DDR4,3600,"2,4",18,Black / Silver,
Corsair,Corsair Vengeance LPX 16 GB,,,,16,DDR4,3333,"4,4",16,Black / Yellow,
G.Skill,G.Skill Ripjaws 32 GB,,,,32,DDR4,2133,"4,8",15,Black,
G.Skill,G.Skill Ripjaws 64 GB,,,,64,DDR4,2133,"4,16",15,Black,
G.Skill,G.Skill Ripjaws 16 GB,,,,16,DDR4,2133,"1,16",15,Black,
G.Skill,G.Skill Ripjaws 64 GB,,,,64,DDR4,2400,"4,16",16,Black,
G.Skill,G.Skill Ripjaws 4 GB,17.24,2327.4,,4,DDR4,2400,"1,4",16,Black,4.31
G.Skill,G.Skill Ripjaws 32 GB,,,,32,DDR4,2666,"4,8",18,Black,
G.Skill,G.Skill Ripjaws 64 GB,,,,64,DDR4,2666,"4,16",18,Black,
G.Skill,G.Skill Ripjaws 16 GB,78.0,10530.0,,16,DDR4,2666,"1,16",18,Black,4.875
G.Skill,G.Skill Ripjaws V 16 GB,,,,16,DDR4,3000,"2,8",15,Black,
Mushkin,Mushkin Essentials 4 GB,,,,4,DDR4,2133,"1,4",15,Black / Green,
Mushkin,Mushkin Essentials 8 GB,,,,8,DDR4,2133,"1,8",15,Black / Green,
Panram,Panram Ninja-V 16 GB,,,,16,DDR4,3200,"2,8",16,Black / Silver,
Panram,Panram Ninja-V 8 GB,,,,8,DDR4,3466,"2,4",17,Red / Silver,
Panram,Panram Ninja-V 16 GB,,,,16,DDR4,3466,"2,8",17,Red / Silver,
Panram,Panram Ninja-V 8 GB,,,,8,DDR4,3600,"2,4",18,Red / Silver,
Panram,Panram Ninja-V 16 GB,,,,16,DDR4,3600,"2,8",18,Red / Silver,
Panram,Panram Ninja-V 8 GB,,,,8,DDR4,3866,"2,4",18,Red / Silver,
Patriot,Patriot Viper 4 16 GB,,,,16,DDR4,3200,"4,4",16,Black / Red,
Corsair,Corsair Dominator Platinum 8 GB,,,,8,DDR4,3466,"2,4",18,Black / Silver,
Corsair,Corsair Dominator Platinum 16 GB,,,,16,DDR4,3200,"4,4",15,Black / Silver,
Corsair,Corsair Dominator Platinum 16 GB,,,,16,DDR4,3200,"4,4",15,Black / Silver,
Corsair,Corsair Dominator Platinum 64 GB,,,,64,DDR4,3000,"4,16",15,Black / Silver,
Corsair,Corsair Vengeance LPX 16 GB,,,,16,DDR4,3200,"4,4",15,Red,
Corsair,Corsair Vengeance LPX 8 GB,,,,8,DDR4,2400,"2,4",16,Red,
Corsair,Corsair Vengeance LPX 8 GB,,,,8,DDR4,3866,"2,4",18,Red,
Corsair,Corsair Vengeance LPX 8 GB,,,,8,DDR4,4133,"2,4",19,Black / Yellow,
GeIL,GeIL EVO POTENZA 16 GB,,,,16,DDR4,3000,"2,8",15,Red,
GeIL,GeIL EVO POTENZA 16 GB,,,,16,DDR4,3200,"2,8",16,Red,
G.Skill,G.Skill Ripjaws 8 GB,,,,8,DDR4,2400,"1,8",16,Black / Blue,
G.Skill,G.Skill Trident Z 16 GB,,,,16,DDR4,3000,"2,8",14,Red / Silver,
G.Skill,G.Skill Trident Z 32 GB,,,,32,DDR4,3000,"2,16",14,Red / Silver,
G.Skill,G.Skill Ripjaws V 32 GB,,,,32,DDR4,3000,"4,8",14,Black,
G.Skill,G.Skill Ripjaws V 64 GB,,,,64,DDR4,3000,"4,16",14,Black,
G.Skill,G.Skill Trident Z 64 GB,,,,64,DDR4,3200,"4,16",14,Red / Silver,
G.Skill,G.Skill Trident Z 16 GB,,,,16,DDR4,3200,"2,8",15,Red / Silver,
G.Skill,G.Skill Trident Z 32 GB,,,,32,DDR4,3200,"4,8",15,Red / Silver,
G.Skill,G.Skill Ripjaws V 32 GB,,,,32,DDR4,3200,"4,8",15,Black,
G.Skill,G.Skill Trident Z 64 GB,,,,64,DDR4,3200,"4,16",15,Red / Silver,
Corsair,Corsair Vengeance LPX 16 GB,,,,16,DDR4,2400,"4,4",15,Red,
Corsair,Corsair Vengeance LPX 32 GB,,,,32,DDR4,2400,"4,8",15,Red,
Corsair,Corsair Vengeance LPX 64 GB,,,,64,DDR4,3333,"4,16",16,Red,
GeIL,GeIL Super Luce 16 GB,,,,16,DDR4,3200,"2,8",16,Black / Blue,
GeIL,GeIL Super Luce 16 GB,,,,16,DDR4,2400,"2,8",15,Black / Red,
GeIL,GeIL Super Luce 16 GB,,,,16,DDR4,3000,"2,8",16,Black / Red,
GeIL,GeIL Super Luce 16 GB,,,,16,DDR4,3000,"2,8",16,Black / Red,
GeIL,GeIL Super Luce 16 GB,,,,16,DDR4,2400,"2,8",15,White / Blue,
GeIL,GeIL Super Luce 16 GB,,,,16,DDR4,3000,"2,8",16,White / Blue,
GeIL,GeIL Super Luce 16 GB,,,,16,DDR4,3000,"2,8",16,White / Blue,
GeIL,GeIL Super Luce 16 GB,,,,16,DDR4,2400,"2,8",15,White / Red,
GeIL,GeIL Super Luce 16 GB,,,,16,DDR4,3000,"2,8",16,White / Red,
GeIL,GeIL Super Luce 16 GB,,,,16,DDR4,3000,"2,8",16,White / Red,
GeIL,GeIL Super Luce 16 GB,,,,16,DDR4,3000,"2,8",16,White,
GeIL,GeIL Super Luce 16 GB,,,,16,DDR4,3000,"2,8",16,White,
GeIL,GeIL EVO POTENZA 16 GB,,,,16,DDR4,2400,"2,8",15,Black / Red,
GeIL,GeIL EVO POTENZA 16 GB,,,,16,DDR4,3000,"2,8",15,Black / Red,
GeIL,GeIL EVO POTENZA 8 GB,,,,8,DDR4,3000,"2,4",15,Black / Red,
GeIL,GeIL EVO POTENZA 8 GB,,,,8,DDR4,4000,"2,4",19,Black / Red,
G.Skill,G.Skill Ripjaws 8 GB,,,,8,DDR4,2133,"1,8",15,Black / Blue,
