brand,name,price_usd,price_bdt,image_url,capacity_gb,ddr_generation,speed_mhz,modules,cas_latency,color,price_per_gb
G.Skill,G.Skill Aegis 16 GB,,,,16,DDR4,2400,"1,16",15,Black / Red,
Corsair,Corsair Vengeance RGB Pro 64 GB,285.99,38608.65,,64,DDR4,3200,"4,16",16,Black,4.469
Biwin,Biwin Black Opal DW100 RGB 64 GB,,,,64,DDR5,6000,"2,32",30,Black,
V-Color,V-Color TRA524G72S836O 192 GB,2101.99,283768.65,,192,DDR5,7200,"8,24",36,Black,10.948
ADATA,ADATA XPG LANCER RGB 16 GB,,,,16,DDR5,6000,"1,16",30,Black,
V-Color,V-Color TRA564G56D436O 512 GB,3622.49,489036.15,,512,DDR5,5600,"8,64",36,Black,7.075
Kingston,Kingston ValueRAM 1 GB,12.42,1676.7,,1,DDR2,667,"1,1",5,Green,12.42
Corsair,Corsair Dominator Platinum 16 GB,423.1,57118.5,,16,DDR3,2400,"4,4",9,Black / Silver,26.444
Corsair,Corsair Vengeance LPX 16 GB,,,,16,DDR4,2666,"4,4",15,Black / Yellow,
Corsair,Corsair Vengeance LPX 16 GB,,,,16,DDR4,2400,"2,8",16,Red,
Crucial Ballistix,Crucial Ballistix Sport LT 16 GB,,,,16,DDR4,3000,"2,8",15,Silver / Black,
ADATA,ADATA XPG GAMMIX D30 32 GB,,,,32,DDR4,3000,"2,16",16,Silver / Red,
Klevv,Klevv BOLT XR 16 GB,,,,16,DDR4,3600,"2,8",18,Gold,
V-Color,V-Color Prism Pro 16 GB,,,,16,DDR4,3600,"2,8",18,Black,
HP,HP V2 8 GB,,,,8,DDR4,3000,"1,8",16,Black,
TEAMGROUP,TEAMGROUP T-Force Delta RGB 48 GB,345.99,46708.65,,48,DDR5,6800,"2,24",36,White,7.208
TEAMGROUP,TEAMGROUP T-Force Delta RGB 2 GB,,,,2,DDR5,5600,"1,2",36,Black,
ADATA,ADATA XPG Lancer Blade 8 GB,,,,8,DDR5,5600,"1,8",46,Black,
Kingston,Kingston FURY Beast RGB 32 GB,163.02,22007.7,,32,DDR5,6400,"2,16",32,White,5.094
ADATA,ADATA XPG LANCER NEON RGB 32 GB,260.67,35190.45,,32,DDR5,8000,"2,16",38,Black,8.146
Crucial,Crucial CT32G4RFD424A 32 GB,58.65,7917.75,,32,DDR4,2400,"1,32",17,,1.833
G.Skill,G.Skill Ripjaws S5 32 GB,109.99,14848.65,,32,DDR5,6600,"2,16",34,Black,3.437
Patriot,Patriot Viper Venom RGB 32 GB,127.99,17278.65,,32,DDR5,7200,"2,16",40,Black / White,4
Corsair,Corsair Vengeance RGB Pro SL 16 GB,102.99,13903.65,,16,DDR4,3600,"2,8",18,Black,6.437
Kingston,Kingston FURY Beast RGB 16 GB,74.98,10122.3,,16,DDR5,6000,"1,16",30,Black,4.686
G.Skill,G.Skill Ripjaws M5 RGB 96 GB,229.99,31048.65,,96,DDR5,5600,"2,48",40,White,2.396
Corsair,Corsair Dominator Platinum RGB 32 GB,131.52,17755.2,,32,DDR4,3466,"2,16",16,Black,4.11
Kingston,Kingston FURY Renegade Pro 128 GB,744.99,100573.65,,128,DDR5,5600,"4,32",28,Black,5.82
Kingston,Kingston Fury Beast RGB Special Edition 16 GB,82.15,11090.25,,16,DDR4,3600,"2,8",17,White,5.134
Kingston,Kingston FURY Renegade 16 GB,60.93,8225.55,,16,DDR5,6800,"1,16",36,White / Silver,3.808
Patriot,Patriot Viper Elite 5 RGB 32 GB,,,,32,DDR5,6000,"1,32",42,White,
G.Skill,G.Skill Trident Z RGB 64 GB,,,,64,DDR4,3600,"4,16",16,Black,
Corsair,Corsair Vengeance RGB Pro 16 GB,101.98,13767.3,,16,DDR4,4000,"2,8",18,Black,6.374
Kingston,Kingston KVR16N11K2/16 16 GB,64.98,8772.3,,16,DDR3,1600,"2,8",11,Green,4.061
Corsair,Corsair Vengeance RGB Pro 16 GB,103.99,14038.65,,16,DDR4,3600,"2,8",18,White,6.499
Patriot,Patriot Viper Elite II 16 GB,,,,16,DDR4,2666,"2,8",16,Red / Black,
Kingston,Kingston FURY Beast 16 GB,,,,16,DDR5,6000,"2,8",40,Black,
Kingston,Kingston FURY Renegade 32 GB,190.8,25758.0,,32,DDR5,7200,"2,16",38,Silver / Black,5.963
G.Skill,G.Skill Ripjaws S5 32 GB,,,,32,DDR5,5600,"2,16",40,White,
Crucial Ballistix,Crucial Ballistix Sport 4 GB,29.0,3915.0,,4,DDR3,1600,"1,4",9,Black / Silver,7.25
Crucial,Crucial CT2K8G4DFD8213 16 GB,,,,16,DDR4,2133,"2,8",15,Black / Green,
TEAMGROUP,TEAMGROUP Vulcan 16 GB,,,,16,DDR4,2400,"2,8",14,Black / Gray,
TEAMGROUP,TEAMGROUP T-Force Delta RGB 16 GB,,,,16,DDR4,2400,"2,8",15,Black,
G.Skill,G.Skill Aegis 8 GB,,,,8,DDR4,2666,"1,8",19,Red / Black,
G.Skill,G.Skill Trident Z Royal 16 GB,,,,16,DDR4,3600,"2,8",18,Silver,
OLOy,OLOy MD4U0836180BHKDA 16 GB,,,,16,DDR4,3600,"2,8",18,Black,
GeIL,GeIL EVO SPEAR 16 GB,,,,16,DDR4,3200,"2,8",16,Black,
Silicon Power,Silicon Power GAMING 32 GB,,,,32,DDR4,3600,"2,16",18,Red / Black,
Corsair,Corsair Dominator Platinum RGB 32 GB,,,,32,DDR5,4800,"2,16",34,Black,
ADATA,ADATA XPG GAMMIX D10 16 GB,,,,16,DDR4,3200,"1,16",16,Black,
TEAMGROUP,TEAMGROUP T-Force Delta RGB 96 GB,,,,96,DDR5,7000,"2,48",34,White,
G.Skill,G.Skill Trident Z 32 GB,114.99,15523.65,,32,DDR5,6400,"2,16",32,Black,3.593
Corsair,Corsair Vengeance RGB RS 8 GB,50.99,6883.65,,8,DDR4,3600,"1,8",18,Black,6.374
Corsair,Corsair Vengeance RGB Pro SL 64 GB,156.13,21077.55,,64,DDR4,3200,"4,16",16,White,2.44
Corsair,Corsair Vengeance RGB Pro 32 GB,105.32,14218.2,,32,DDR4,2933,"2,16",16,Black,3.291
G.Skill,G.Skill Flare X5 48 GB,,,,48,DDR5,5600,"2,24",40,Black,
Corsair,Corsair Vengeance RGB RT 32 GB,,,,32,DDR4,3600,"4,8",18,Black,
Kingston,Kingston FURY Beast RGB 16 GB,,,,16,DDR4,3600,"2,8",17,Black,
Crucial,Crucial CT2K8G56C46S5 16 GB,43.99,5938.65,,16,DDR5,5600,"2,8",46,Black,2.749
Corsair,Corsair ValueSelect 32 GB,67.42,9101.7,,32,DDR4,2666,"1,32",18,Black,2.107
Kingston,Kingston FURY Beast 16 GB,73.68,9946.8,,16,DDR5,6000,"1,16",30,White,4.605
TEAMGROUP,TEAMGROUP T-Force Delta RGB 64 GB,,,,64,DDR5,6400,"2,32",34,White,
G.Skill,G.Skill Aegis 16 GB,,,,16,DDR4,2800,"2,8",17,Black / Red,
G.Skill,G.Skill Trident Z 16 GB,179.0,24165.0,,16,DDR4,4400,"2,8",19,Black,11.188
G.Skill,G.Skill Ripjaws S5 32 GB,,,,32,DDR5,5600,"2,16",40,Black,
ADATA,ADATA XPG Lancer Blade RGB 32 GB,237.67,32085.45,,32,DDR5,6000,"1,32",30,Black,7.427
G.Skill,G.Skill Ripjaws 4 16 GB,,,,16,DDR4,2133,"2,8",15,Red,
Corsair,Corsair Vengeance RGB 32 GB,190.65,25737.75,,32,DDR5,5200,"2,16",40,Black / Gray,5.958
Corsair,Corsair Vengeance 16 GB,56.99,7693.65,,16,DDR5,4800,"2,8",40,Black / White,3.562
G.Skill,G.Skill Sniper 16 GB,199.0,26865.0,,16,DDR3,1866,"2,8",9,Black / Red,12.438
Kingston,Kingston Fury Beast RGB Special Edition 16 GB,,,,16,DDR4,3200,"2,8",16,White,
PNY,PNY Performance 32 GB,88.49,11946.15,,32,DDR4,3200,"1,32",22,Black,2.765
ADATA,ADATA XPG Lancer Blade 32 GB,,,,32,DDR5,6000,"2,16",48,White,
Corsair,Corsair Dominator Platinum 16 GB,,,,16,DDR4,3000,"2,8",15,Black / Silver,
TEAMGROUP,TEAMGROUP T-Force Vulcan 32 GB,,,,32,DDR4,3200,"4,8",16,Silver / Black,
Gigabyte,Gigabyte AORUS RGB 16 GB,,,,16,DDR4,3200,"2,8",16,Silver,
Kingston,Kingston HyperX Fury 32 GB,,,,32,DDR4,3466,"2,16",19,White / Silver,
Kingston,Kingston HyperX Fury RGB 32 GB,,,,32,DDR4,3200,"4,8",16,Black,
Patriot,Patriot Viper 4 Blackout 16 GB,,,,16,DDR4,3200,"2,8",16,Black,
TEAMGROUP,TEAMGROUP T-Force Dark Za 16 GB,,,,16,DDR4,3200,"2,8",16,Black / Silver,
G.Skill,G.Skill Trident Z RGB 16 GB,,,,16,DDR4,5066,"2,8",20,Black,
Neo,Neo Forza FAYE 32 GB,,,,32,DDR4,5000,"2,16",19,Black / Silver,
V-Color,V-Color Manta XPrism RGB 32 GB,,,,32,DDR5,8000,"2,16",38,Silver,
Kingston,Kingston ValueRAM 16 GB,,,,16,DDR5,4800,"1,16",40,Green,
GOODRAM,GOODRAM IRDM PRO 16 GB,91.7,12379.5,,16,DDR4,3600,"1,16",18,Black,5.731
Acer,Acer Predator Hermes RGB 64 GB,,,,64,DDR5,6400,"2,32",32,White,
ADATA,ADATA XPG LANCER RGB ROG CERTIFIED 48 GB,,,,48,DDR5,7200,"2,24",34,Black,
TEAMGROUP,TEAMGROUP T-Force Xtreem 32 GB,,,,32,DDR5,6000,"2,16",30,Pink,
G.Skill,G.Skill Ares 32 GB,106.85,14424.75,,32,DDR3,2400,"4,8",11,,3.339
G.Skill,G.Skill Trident Z5 RGB 32 GB,99.99,13498.65,,32,DDR5,6000,"2,16",36,Black,3.125
Corsair,Corsair Vengeance RGB 16 GB,54.97,7420.95,,16,DDR4,3200,"2,8",16,Black,3.436
Corsair,Corsair Vengeance RGB RT 64 GB,,,,64,DDR4,3600,"2,32",18,Black,
Kingston,Kingston FURY Beast RGB 16 GB,79.14,10683.9,,16,DDR5,6000,"1,16",30,White,4.946
G.Skill,G.Skill Trident Z RGB 32 GB,205.0,27675.0,,32,DDR4,3600,"2,16",17,Black,6.406
Corsair,Corsair Vengeance RGB Pro 16 GB,62.14,8388.9,,16,DDR4,3200,"2,8",16,Black,3.884
Corsair,Corsair Vengeance RGB 64 GB,219.99,29698.65,,64,DDR5,5600,"2,32",36,Gray,3.437
Kingston,Kingston ValueRAM 4 GB,14.99,2023.65,,4,DDR4,2666,"1,4",19,Green / Black,3.748
Kingston,Kingston FURY Beast RGB 32 GB,102.3,13810.5,,32,DDR5,5600,"1,32",40,Black,3.197
TEAMGROUP,TEAMGROUP Elite 8 GB,24.47,3303.45,,8,DDR3,1600,"1,8",11,Black,3.059
G.Skill,G.Skill Trident Z Royal 32 GB,279.63,37750.05,,32,DDR4,3600,"2,16",16,Gold,8.738
G.Skill,G.Skill Ripjaws X 4 GB,25.23,3406.05,,4,DDR3,1600,"2,2",9,Black / Red,6.308
TEAMGROUP,TEAMGROUP T-Force Delta RGB 16 GB,,,,16,DDR4,3000,"2,8",16,White,
Micron,Micron MT16JTF1G64AZ-1G6E1 8 GB,24.29,3279.15,,8,DDR3,1600,"1,8",11,Green,3.036
Kingston,Kingston HyperX Predator 32 GB,,,,32,DDR4,2400,"4,8",12,Black,
Kingston,Kingston HyperX Predator 32 GB,,,,32,DDR4,3600,"2,16",17,Black / Silver,
G.Skill,G.Skill Trident Z Neo 32 GB,,,,32,DDR4,3600,"4,8",14,Silver / Black,
OLOy,OLOy OWL 32 GB,,,,32,DDR4,3200,"2,16",16,Orange,
OLOy,OLOy Blade RGB 32 GB,,,,32,DDR4,3600,"2,16",18,Black,
TEAMGROUP,TEAMGROUP T-Force Vulcan Z 32 GB,,,,32,DDR4,4000,"2,16",18,Gray,
TEAMGROUP,TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 32 GB,,,,32,DDR4,3600,"2,16",16,Black / Gold,
TEAMGROUP,TEAMGROUP Elite Plus 32 GB,,,,32,DDR5,5600,"2,16",40,Black,
ADATA,ADATA XPG CASTER RGB 32 GB,,,,32,DDR5,6000,"2,16",30,Black / Silver,
Crucial Ballistix,Crucial Ballistix MAX RGB 32 GB,,,,32,DDR4,4400,"2,16",19,Black,
Kingston,Kingston FURY Renegade Pro 256 GB,1685.0,227475.0,,256,DDR5,6000,"8,32",32,Black,6.582
ADATA,ADATA XPG SPECTRIX D35G RGB 8 GB,,,,8,DDR4,3200,"1,8",16,White,
Acer,Acer Predator Hera RGB 32 GB,,,,32,DDR5,6400,"2,16",32,Black,
Kingston,Kingston FURY Impact 16 GB,76.98,10392.3,,16,DDR5,6400,"1,16",38,Black,4.811
Crucial,Crucial CT2K16G64C52CU5 32 GB,159.0,21465.0,,32,DDR5,6400,"2,16",52,Black,4.969
G.Skill,G.Skill Trident Z5 RGB 32 GB,,,,32,DDR5,5600,"2,16",30,Black,
Corsair,Corsair Dominator Platinum RGB 32 GB,173.99,23488.65,,32,DDR5,6000,"2,16",36,Black,5.437
G.Skill,G.Skill Trident Z5 RGB 32 GB,114.99,15523.65,,32,DDR5,6000,"2,16",32,Black,3.593
G.Skill,G.Skill Ripjaws M5 Neo RGB 48 GB,,,,48,DDR5,6000,"2,24",30,White,
G.Skill,G.Skill Trident Z Royal 16 GB,279.0,37665.0,,16,DDR4,4600,"2,8",18,Silver,17.438
G.Skill,G.Skill Trident Z5 RGB 32 GB,,,,32,DDR5,6400,"2,16",32,White / Black,
Kingston,Kingston KVR21R15D4/16 16 GB,29.98,4047.3,,16,DDR4,2133,"1,16",15,Black / Green,1.874
Samsung,Samsung M393A4K40CB2-CTD 32 GB,59.0,7965.0,,32,DDR4,2666,"1,32",19,Green / Black,1.844
Corsair,Corsair Vengeance RGB RS 16 GB,68.98,9312.3,,16,DDR4,3200,"1,16",16,Black / Gray,4.311
Mushkin,Mushkin Redline Lumina 64 GB,205.75,27776.25,,64,DDR4,3600,"2,32",18,White,3.215
Corsair,Corsair Vengeance 64 GB,285.99,38608.65,,64,DDR5,6000,"4,16",36,Black / Silver,4.469
Kingston,Kingston Fury Renegade RGB 16 GB,89.99,12148.65,,16,DDR5,6800,"1,16",36,Silver / Black,5.624
G.Skill,G.Skill Trident Z5 Royal Neo RGB 48 GB,,,,48,DDR5,6000,"2,24",28,Gold,
Kingston,Kingston Fury Renegade RGB 32 GB,212.06,28628.1,,32,DDR5,7600,"2,16",38,Silver / White,6.627
Mushkin,Mushkin 971130A 1 GB,,,,1,,,"1,1",3,Black / Green,
Corsair,Corsair Vengeance LPX 16 GB,,,,16,DDR4,3000,"2,8",15,Red,
Corsair,Corsair Vengeance LED 16 GB,,,,16,DDR4,3000,"2,8",15,Black / White,
GeIL,GeIL EVO POTENZA 8 GB,,,,8,DDR4,2400,"1,8",16,Red / Black,
Kingston,Kingston HyperX Fury RGB 32 GB,,,,32,DDR4,2666,"2,16",16,Black,
G.Skill,G.Skill TridentZ RGB 64 GB,,,,64,DDR4,3600,"4,16",14,Black,
TEAMGROUP,TEAMGROUP T-Force Delta RGB 8 GB,,,,8,DDR4,3200,"1,8",16,White,
Kingston,Kingston FURY Renegade 16 GB,,,,16,DDR4,4000,"1,16",19,Black,
Kingston,Kingston ValueRAM 16 GB,39.6,5346.0,,16,DDR4,2666,"1,16",19,Green,2.475
Timetec,Timetec PINNACLE Konduit 16 GB,33.99,4588.65,,16,DDR4,3600,"2,8",18,Black,2.124
TEAMGROUP,TEAMGROUP Elite 16 GB,,,,16,DDR5,5600,"2,8",46,Black,
Netac,Netac Shadow II 16 GB,,,,16,DDR4,3200,"1,16",16,Black,
Klevv,Klevv CRAS V RGB 48 GB,,,,48,DDR5,7200,"2,24",34,Black,
Mushkin,Mushkin Redline Lumina 16 GB,,,,16,DDR4,3600,"2,8",14,Black,
G.Skill,G.Skill Ripjaws M5 Neo RGB 32 GB,,,,32,DDR5,6000,"2,16",30,Black,
G.Skill,G.Skill Trident Z5 RGB 32 GB,,,,32,DDR5,6000,"2,16",40,Black,
G.Skill,G.Skill Trident Z Royal 64 GB,266.04,35915.4,,64,DDR4,3600,"4,16",16,Silver,4.157
Kingston,Kingston FURY Beast 64 GB,365.68,49366.8,,64,DDR5,6000,"2,32",40,Black,5.714
Patriot,Patriot Viper Venom RGB 32 GB,129.99,17548.65,,32,DDR5,7400,"2,16",40,Black / White,4.062
Corsair,Corsair Vengeance RGB Pro 32 GB,628.8,84888.0,,32,DDR4,3200,"4,8",14,Black,19.65
Kingston,Kingston FURY Beast RGB 16 GB,59.99,8098.65,,16,DDR5,5200,"1,16",40,Black,3.749
Kingston,Kingston FURY 32 GB,120.77,16303.95,,32,DDR5,5200,"2,16",40,White,3.774
Kingston,Kingston Server Premier 32 GB,134.55,18164.25,,32,DDR4,3200,"1,32",22,,4.205
Lexar,Lexar Ares RGB 16 GB,75.97,10255.95,,16,DDR4,4000,"2,8",18,White,4.748
TEAMGROUP,TEAMGROUP T-Force Delta RGB 64 GB,,,,64,DDR5,6400,"2,32",34,Black,
Corsair,Corsair Dominator Platinum RGB 16 GB,87.92,11869.2,,16,DDR4,3200,"2,8",16,White,5.495
Corsair,Corsair Vengeance RGB RS 8 GB,41.99,5668.65,,8,DDR4,3200,"1,8",16,Black / Gray,5.249
Kingston,Kingston FURY Renegade 32 GB,149.9,20236.5,,32,DDR5,6800,"2,16",36,Silver / White,4.684
Crucial,Crucial CT2K16G4DFD8213 32 GB,83.0,11205.0,,32,DDR4,2133,"2,16",15,Black / Green,2.594
G.Skill,G.Skill Trident Z Royal 64 GB,478.1,64543.5,,64,DDR4,3200,"4,16",16,Silver,7.47
V-Color,V-Color TRA532G72D834Q 128 GB,1295.99,174958.65,,128,DDR5,7200,"4,32",34,White,10.125
G.Skill,G.Skill Value 8 GB,21.24,2867.4,,8,DDR3,1600,"1,8",11,Black,2.655
Kingston,Kingston HyperX Fury 8 GB,,,,8,DDR4,2400,"2,4",15,Black / White,
G.Skill,G.Skill Ripjaws V 32 GB,,,,32,DDR4,3200,"4,8",16,Red,
Corsair,Corsair Dominator Platinum 32 GB,,,,32,DDR4,3200,"2,16",16,Black / Silver,
G.Skill,G.Skill Ripjaws V 16 GB,,,,16,DDR4,3000,"2,8",15,Black,
Patriot,Patriot Viper 4 8 GB,,,,8,DDR4,3000,"2,4",16,Black / Red,
ADATA,ADATA XPG Z1 16 GB,,,,16,DDR4,3200,"2,8",16,Black,
Thermaltake,Thermaltake TOUGHRAM RGB 16 GB,113.3,15295.5,,16,DDR4,3600,"2,8",18,Black / Silver,7.081
Thermaltake,Thermaltake TOUGHRAM Z-ONE RGB 16 GB,129.98,17547.3,,16,DDR4,3200,"2,8",16,Black,8.124
Gigabyte,Gigabyte DESIGNARE 64 GB,,,,64,DDR4,3200,"2,32",16,White / Black,
G.Skill,G.Skill Ripjaws V 256 GB,,,,256,DDR4,3600,"8,32",16,Black,
TEAMGROUP,TEAMGROUP T-Force Zeus 16 GB,,,,16,DDR4,3200,"2,8",20,Red,
G.Skill,G.Skill Ripjaws V 32 GB,,,,32,DDR4,4000,"2,16",14,Black,
OLOy,OLOy Blade 16 GB,,,,16,DDR5,4800,"2,8",40,Black / Silver,
G.Skill,G.Skill Trident Z5 RGB 32 GB,,,,32,DDR5,6000,"2,16",36,Black,
G.Skill,G.Skill Trident Z Royal 16 GB,,,,16,DDR4,5333,"2,8",22,Silver,
Corsair,Corsair Vengeance LPX 16 GB,,,,16,DDR4,5133,"2,8",20,Black,
G.Skill,G.Skill Trident Z5 RGB 64 GB,,,,64,DDR5,5600,"2,32",28,Black,
Kingston,Kingston FURY Renegade 32 GB,,,,32,DDR5,6000,"2,16",32,Silver / Black,
Corsair,Corsair Vengeance RGB 64 GB,,,,64,DDR5,5600,"4,16",36,Black,
Kingston,Kingston FURY Impact 32 GB,140.53,18971.55,,32,DDR4,3200,"2,16",20,Black,4.392
G.Skill,G.Skill Trident Z Royal 32 GB,,,,32,DDR4,4400,"2,16",19,Silver,
Crucial,Crucial CT32G56C46S5 32 GB,114.25,15423.75,,32,DDR5,5600,"1,32",46,Black,3.57
G.Skill,G.Skill Trident Z5 RGB 32 GB,119.99,16198.65,,32,DDR5,6400,"2,16",32,Black,3.75
G.Skill,G.Skill Ripjaws S5 32 GB,260.01,35101.35,,32,DDR5,5600,"2,16",28,White,8.125
Kingston,Kingston FURY Renegade 32 GB,229.59,30994.65,,32,DDR5,8000,"2,16",38,Silver / White,7.175
Patriot,Patriot Viper Steel RGB 32 GB,87.99,11878.65,,32,DDR4,3600,"1,32",20,Black,2.75
Crucial,Crucial CT2K16G52C42U5 32 GB,95.99,12958.65,,32,DDR5,5200,"2,16",42,Black,3
Corsair,Corsair Vengeance RGB 16 GB,,,,16,DDR4,3000,"2,8",16,White,
G.Skill,G.Skill Trident Z5 32 GB,,,,32,DDR5,6000,"2,16",40,Silver / Black,
G.Skill,G.Skill Trident Z5 RGB 64 GB,,,,64,DDR5,5600,"2,32",28,White / Black,
Corsair,Corsair Vengeance RGB 64 GB,,,,64,DDR5,5600,"2,32",36,Black / Gray,
Corsair,Corsair Vengeance 64 GB,241.27,32571.45,,64,DDR5,5600,"4,16",36,Gray,3.77
Patriot,Patriot Signature 8 GB,100.8,13608.0,,8,DDR3,1333,"1,8",9,Green,12.6
Patriot,Patriot Viper 4 Blackout 16 GB,,,,16,DDR4,4000,"2,8",19,Black,
Patriot,Patriot Signature Line 16 GB,,,,16,DDR5,5600,"2,8",40,Black,
G.Skill,G.Skill Value 16 GB,35.18,4749.3,,16,DDR3,1333,"2,8",9,Black,2.199
Corsair,Corsair Vengeance LPX 32 GB,,,,32,DDR4,3200,"4,8",16,White,
Samsung,Samsung M386A8K40BM1-CRC4Q 64 GB,,,,64,DDR4,2400,"1,64",17,Green / Black,
Corsair,Corsair Vengeance LPX 256 GB,,,,256,DDR4,2666,"8,32",16,Black / Yellow,
Kingston,Kingston HyperX Predator RGB 8 GB,,,,8,DDR4,3600,"1,8",17,Black,
TEAMGROUP,TEAMGROUP T-Force Vulcan Z 16 GB,79.48,10729.8,,16,DDR4,3600,"1,16",18,Gray / Black,4.968
Neo,Neo Forza FAYE 32 GB,,,,32,DDR4,3600,"2,16",18,Silver / Black,
TEAMGROUP,TEAMGROUP T-Force Delta RGB 16 GB,,,,16,DDR4,3600,"1,16",18,Black,
Gigabyte,Gigabyte AORUS RGB 16 GB,,,,16,DDR4,3200,"2,8",16,Gray,
Lexar,Lexar Ares OC 32 GB,,,,32,DDR5,5200,"2,16",38,Black,
Patriot,Patriot Viper 4 Blackout 32 GB,,,,32,DDR4,3200,"2,16",16,Black,
ADATA,ADATA XPG GAMMIX D30 16 GB,,,,16,DDR4,3200,"2,8",16,Silver / Black,
Kingston,Kingston FURY Beast RGB 16 GB,,,,16,DDR4,3200,"2,8",16,Black / Silver,
ADATA,ADATA XPG GAMMIX D10 16 GB,138.57,18706.95,,16,DDR4,3600,"2,8",18,Black,8.661
OLOy,OLOy B-21 Raider 16 GB,,,,16,DDR4,3200,"2,8",16,Gold / Black,
Acer,Acer Predator Hermes RGB 64 GB,,,,64,DDR5,6400,"2,32",32,Black,
V-Color,V-Color Manta XPrism RGB 32 GB,,,,32,DDR5,7200,"2,16",34,White,
TEAMGROUP,TEAMGROUP Elite Plus 64 GB,,,,64,DDR5,5600,"2,32",46,Black,
ADATA,ADATA XPG Lancer Blade 64 GB,,,,64,DDR5,6000,"2,32",30,White,
Kingston,Kingston FURY Renegade Pro 32 GB,207.44,28004.4,,32,DDR5,5600,"1,32",36,Black,6.482
G.Skill,G.Skill Ripjaws S5 48 GB,104.99,14173.65,,48,DDR5,5200,"2,24",40,White,2.187
Corsair,Corsair Vengeance RGB RT 64 GB,151.99,20518.65,,64,DDR4,3200,"2,32",16,Black,2.375
TEAMGROUP,TEAMGROUP Xtreem 32 GB,189.99,25648.65,,32,DDR5,8000,"2,16",38,White,5.937
Kingston,Kingston FURY Beast RGB 16 GB,84.18,11364.3,,16,DDR5,6400,"1,16",32,Black,5.261
Kingston,Kingston FURY Renegade 16 GB,392.38,52971.3,,16,DDR4,4800,"2,8",19,Black,24.524
Corsair,Corsair Vengeance LPX 8 GB,33.88,4573.8,,8,DDR4,2666,"2,4",15,Red,4.235
Kingston,Kingston FURY 16 GB,60.78,8205.3,,16,DDR5,5600,"1,16",40,White,3.799
PNY,PNY XLR8 Gaming MAKO RGB 32 GB,160.47,21663.45,,32,DDR5,6400,"2,16",40,Black,5.015
Patriot,Patriot Signature Line 8 GB,27.99,3778.65,,8,DDR4,2666,"1,8",19,Green,3.499
Kingston,Kingston ValueRAM 1 GB,11.95,1613.25,,1,DDR2,667,"1,1",5,Green,11.95
Corsair,Corsair ValueSelect 4 GB,14.99,2023.65,,4,DDR4,2400,"1,4",16,Black,
G.Skill,G.Skill Trident Z RGB 16 GB,199.0,26865.0,,16,DDR4,4400,"2,8",18,Black,12.438
Corsair,Corsair Dominator Platinum RGB 64 GB,,,,64,DDR4,3200,"4,16",16,White,
ADATA,ADATA XPG GAMMIX D45 16 GB,,,,16,DDR4,3600,"2,8",18,Black,
Kingston,Kingston Fury Renegade RGB 48 GB,339.58,45843.3,,48,DDR5,6400,"2,24",32,Silver / Black,7.075
ADATA,ADATA XPG Lancer Blade 32 GB,,,,32,DDR5,6000,"2,16",34,Black,
G.Skill,G.Skill Ripjaws X 16 GB,155.47,20988.45,,16,DDR3,1600,"4,4",9,Black / Blue,9.717
Mushkin,Mushkin 971307B 1 GB,,,,1,,,"1,1",3,Black / Green,
EVGA,EVGA SuperSC 16 GB,,,,16,DDR4,2400,"2,8",15,Black,
Corsair,Corsair Vengeance LPX 16 GB,,,,16,DDR4,3000,"2,8",16,Black / Yellow,
Kingston,Kingston KCP421ND8/16 16 GB,47.64,6431.4,,16,DDR4,2133,"1,16",15,Green / Black,2.978
G.Skill,G.Skill Trident Z Neo 32 GB,,,,32,DDR4,3600,"2,16",16,Black / Silver,
ADATA,ADATA XPG SPECTRIX D41 32 GB,,,,32,DDR4,3200,"2,16",16,Gray,
Lexar,Lexar Hades OC 16 GB,,,,16,DDR4,3200,"1,16",18,Gray / Black,
Netac,Netac Shadow II 16 GB,,,,16,DDR4,3200,"2,8",16,Black,
Silicon Power,Silicon Power XPOWER Storm RGB 64 GB,,,,64,DDR5,7600,"2,32",36,White,
TEAMGROUP,TEAMGROUP T-Force Delta RGB 32 GB,,,,32,DDR5,6400,"2,16",30,Black,
TEAMGROUP,TEAMGROUP Xtreem ARGB 32 GB,139.99,18898.65,,32,DDR5,7200,"2,16",34,White,4.375
Klevv,Klevv CRAS V RGB 48 GB,,,,48,DDR5,6400,"2,24",32,Black,
Klevv,Klevv CRAS V RGB ROG CERTIFIED 32 GB,,,,32,DDR5,7200,"2,16",34,White / Black,
Corsair,Corsair Dominator Platinum RGB 16 GB,215.62,29108.7,,16,DDR4,4000,"2,8",16,Black,13.476
Samsung,Samsung M393A4K40BB1-CRC 32 GB,64.98,8772.3,,32,DDR4,2400,"1,32",17,Green,2.031
Kingston,Kingston Fury Renegade RGB 16 GB,100.27,13536.45,,16,DDR5,6400,"1,16",32,Silver / Black,6.267
G.Skill,G.Skill Ripjaws V 32 GB,,,,32,DDR4,4000,"4,8",18,Red,
Crucial,Crucial CT2K16G4DFRA266 32 GB,86.99,11743.65,,32,DDR4,2666,"2,16",19,Green,2.718
Thermaltake,Thermaltake TOUGHRAM RC 16 GB,,,,16,DDR4,4000,"2,8",19,Black,
Corsair,Corsair Vengeance RGB Pro 32 GB,,,,32,DDR4,3600,"4,8",18,Black,
G.Skill,G.Skill Trident Z5 RGB 32 GB,,,,32,DDR5,5200,"2,16",36,White / Black,
