brand,name,price_usd,price_bdt,image_url,socket,chipset,form_factor,max_memory_gb,memory_slots,memory_type,m2_slots,color
Gigabyte,Gigabyte X870 GAMING X WIFI7,259.99,35098.65,,AM5,,ATX,256,4,,,Black
MSI,MSI Z790 PROJECT ZERO,279.99,37798.65,,LGA1700,,ATX,256,4,,,Silver / Black
Asus,Asus TUF GAMING X870E-PLUS WIFI7,359.99,48598.65,,AM5,,ATX,256,4,,,Black / Silver
Asus,Asus X870 MAX GAMING WIFI7,233.65,31542.75,,AM5,,ATX,256,4,,,Black
Asus,Asus ROG STRIX X570-E GAMING WIFI II,495.31,66866.85,,AM4,,ATX,128,4,,,Black
Gigabyte,Gigabyte Z790M AORUS ELITE AX ICE,199.99,26998.65,,LGA1700,,Micro ATX,192,4,,,White / Silver
Gigabyte,Gigabyte Z890M AORUS ELITE WIFI7 ICE,189.95,25643.25,,LGA1851,,Micro ATX,256,4,,,White / Silver
MSI,MSI B760 GAMING PLUS WIFI DDR4,243.73,32903.55,,LGA1700,,ATX,128,4,,,Black / Silver
Gigabyte,Gigabyte B760I AORUS PRO,199.99,26998.65,,LGA1700,,Mini ITX,96,2,,,Silver / Black
Gigabyte,Gigabyte X870 AORUS STEALTH ICE,309.99,41848.65,,AM5,,ATX,256,4,,,White
Gigabyte,Gigabyte B550 AORUS ELITE V2,190.78,25755.3,,AM4,,ATX,128,4,,,Black
Asus,Asus PRIME B450M-K II,111.64,15071.4,,AM4,,Micro ATX,64,2,,,Black
Asus,Asus ROG STRIX Z690-E GAMING WIFI,361.52,48805.2,,LGA1700,,ATX,192,4,,,Black
Asus,Asus PRIME B550-PLUS,169.78,22920.3,,AM4,,ATX,128,4,,,Black / White
Asus,Asus TUF GAMING B450-PLUS II,192.85,26034.75,,AM4,,ATX,128,4,,,Black
MSI,MSI PRO B760M-P,124.98,16872.3,,LGA1700,,Micro ATX,192,4,,,Black
MSI,MSI B760M PROJECT ZERO,206.99,27943.65,,LGA1700,,Micro ATX,256,4,,,Silver / Black
Asus,Asus ROG MAXIMUS Z890 HERO,619.99,83698.65,,LGA1851,,ATX,192,4,,,Black
Gigabyte,Gigabyte B850 EAGLE WIFI7 ICE,342.89,46290.15,,AM5,,ATX,256,4,,,White
ASRock,ASRock B650M PG Lightning,192.99,26053.65,,AM5,,Micro ATX,256,4,,,Silver / Black
Gigabyte,Gigabyte B650E AORUS STEALTH ICE,422.04,56975.4,,AM5,,ATX,192,4,,,White / Silver
MSI,MSI PRO H610M-G WIFI DDR4,119.99,16198.65,,LGA1700,,Micro ATX,64,2,,,Black / Silver
Gigabyte,Gigabyte B850M EAGLE WIFI6E ICE,164.99,22273.65,,AM5,,Micro ATX,256,4,,,White
ASRock,ASRock A520M-ITX/ac,150.01,20251.35,,AM4,,Mini ITX,64,2,,,Black / Silver
ASRock,ASRock B850 Pro RS,177.99,24028.65,,AM5,,ATX,256,4,,,Silver / Black
Asus,Asus PRIME B650M-A II-CSM,159.99,21598.65,,AM5,,Micro ATX,192,4,,,Silver / Black
MSI,MSI MPG X670E CARBON WIFI,479.99,64798.65,,AM5,,ATX,192,4,,,Black
Asus,Asus PRIME A520M-A II/CSM,78.86,10646.1,,AM4,,Micro ATX,128,4,,,Silver / Black
Asus,Asus X870 AYW GAMING WIFI W,219.99,29698.65,,AM5,,ATX,256,4,,,White / Silver
ASRock,ASRock H470M-HVS,59.99,8098.65,,LGA1200,,Micro ATX,64,2,,,Black / Silver
ASRock,ASRock A620M Pro RS,154.16,20811.6,,AM5,,Micro ATX,256,4,,,Silver / Black
MSI,MSI MAG B860 TOMAHAWK WIFI,169.99,22948.65,,LGA1851,,ATX,256,4,,,Black / Yellow
MSI,MSI MPG B650 EDGE WIFI,179.99,24298.65,,AM5,,ATX,192,4,,,Black / Silver
Asus,Asus ROG STRIX B760-A GAMING WIFI,229.99,31048.65,,LGA1700,,ATX,192,4,,,Silver / Black
ASRock,ASRock B450M/AC,84.29,11379.15,,AM4,,Micro ATX,64,4,,,Black
Asus,Asus ROG STRIX B850-G GAMING WIFI,259.99,35098.65,,AM5,,Micro ATX,256,4,,,White
ASRock,ASRock B650 Pro RS WiFi,160.98,21732.3,,AM5,,ATX,256,4,,,Silver / Black
Gigabyte,Gigabyte H610M H V3 DDR4,130.93,17675.55,,LGA1700,,Micro ATX,64,2,,,Black / Silver
Asus,Asus ROG STRIX Z790-F GAMING WIFI II,579.99,78298.65,,LGA1700,,ATX,192,4,,,Black
Asus,Asus PRIME B650M-K,188.27,25416.45,,AM5,,Micro ATX,96,2,,,Silver / Black
MSI,MSI MAG B760M MORTAR WIFI II,199.98,26997.3,,LGA1700,,Micro ATX,192,4,,,Silver / Black
Asus,Asus PRIME A620M-K,144.63,19525.05,,AM5,,Micro ATX,96,2,,,Black / Silver
Gigabyte,Gigabyte H410M H V2,108.61,14662.35,,LGA1200,,Micro ATX,64,2,,,Gray / Black
MSI,MSI MEG X670E ACE,369.99,49948.65,,AM5,,EATX,192,4,,,Black / Gold
Asus,Asus PRIME B550M-A AC,109.99,14848.65,,AM4,,Micro ATX,128,4,,,Black / Silver
MSI,MSI B450 Gaming Plus MAX,162.0,21870.0,,AM4,,ATX,128,4,,,Red / Black
Asus,Asus TUF GAMING B550-PLUS,207.05,27951.75,,AM4,,ATX,128,4,,,Black
ASRock,ASRock A520M-HVS,85.67,11565.45,,AM4,,Micro ATX,64,2,,,Black / Silver
Asus,Asus PRIME B450M-A,127.78,17250.3,,AM4,,Micro ATX,64,4,,,Black
NZXT,NZXT N7 Z790,299.99,40498.65,,LGA1700,,ATX,192,4,,,White / Black
MSI,MSI PRO Z790-P WIFI DDR4,205.0,27675.0,,LGA1700,,ATX,128,4,,,Black / Silver
Gigabyte,Gigabyte A520 AORUS ELITE,135.14,18243.9,,AM4,,ATX,128,4,,,Black / Orange
Gigabyte,Gigabyte A620M GAMING X,188.99,25513.65,,AM5,,Micro ATX,192,4,,,Brown / Gray
Gigabyte,Gigabyte Z790 AORUS PRO X WIFI7,299.99,40498.65,,LGA1700,,ATX,192,4,,,Black
Asus,Asus ROG STRIX X670E-A GAMING WIFI,264.99,35773.65,,AM5,,ATX,192,4,,,Silver / Black
ASRock,ASRock B850 Pro RS WiFi,189.99,25648.65,,AM5,,ATX,256,4,,,Silver / Black
MSI,MSI MPG Z790 EDGE WIFI,209.0,28215.0,,LGA1700,,ATX,192,4,,,Silver / Black
Gigabyte,Gigabyte B450 AORUS PRO WIFI (rev. 1.0),227.26,30680.1,,AM4,,ATX,64,4,,,Black / Silver
Gigabyte,Gigabyte B850M AORUS ELITE WIFI6E,307.15,41465.25,,AM5,,Micro ATX,256,4,,,Black
ASRock,ASRock B450 Pro4 R2.0,129.91,17537.85,,AM4,,ATX,128,4,,,Black
Asus,Asus PRIME B660-PLUS D4,179.99,24298.65,,LGA1700,,ATX,128,4,,,Silver / Black
MSI,MSI MEG Z890 GODLIKE,1081.99,146068.65,,LGA1851,,EATX,256,4,,,Black
ASRock,ASRock B550M Phantom Gaming 4,99.99,13498.65,,AM4,,Micro ATX,128,4,,,Black
MSI,MSI PRO B860M-A WIFI,159.99,21598.65,,LGA1851,,Micro ATX,256,4,,,Silver / Black
Asus,Asus ROG Crosshair VIII Dark Hero,730.56,98625.6,,AM4,,ATX,128,4,,,Black / Silver
MSI,MSI PRO B760-P II,239.38,32316.3,,LGA1700,,ATX,256,4,,,Black / Silver
Asus,Asus ROG STRIX X670E-F GAMING WIFI,418.0,56430.0,,AM5,,ATX,192,4,,,Black / Silver
Gigabyte,Gigabyte B850 AORUS STEALTH ICE,264.99,35773.65,,AM5,,ATX,256,4,,,White
MSI,MSI MPG Z490 GAMING EDGE WIFI,438.88,59248.8,,LGA1200,,ATX,128,4,,,Black / Silver
Gigabyte,Gigabyte B850 EAGLE ICE,271.76,36687.6,,AM5,,ATX,256,4,,,White
Gigabyte,Gigabyte B850M D3HP,196.72,26557.2,,AM5,,Micro ATX,256,4,,,Gray / Black
Gigabyte,Gigabyte H610I,129.99,17548.65,,LGA1700,,Mini ITX,64,2,,,Black
MSI,MSI PRO Z790-VC WIFI,179.99,24298.65,,LGA1700,,ATX,192,4,,,Black
Asus,Asus ROG MAXIMUS Z790 HERO,655.54,88497.9,,LGA1700,,ATX,192,4,,,Black
MSI,MSI Z890 GAMING PLUS WIFI,266.99,36043.65,,LGA1851,,ATX,256,4,,,Black
ASRock,ASRock B860 Pro-A,139.99,18898.65,,LGA1851,,ATX,256,4,,,Black
Asus,Asus ROG STRIX Z890-A GAMING WIFI,392.08,52930.8,,LGA1851,,ATX,256,4,,,White
Asus,Asus PRIME H610M-K D4,115.06,15533.1,,LGA1700,,Micro ATX,64,2,,,Silver / Black
ASRock,ASRock Z790M-ITX WIFI,199.99,26998.65,,LGA1700,,Mini ITX,96,2,,,Black
Asus,Asus PRIME B550M-K,135.0,18225.0,,AM4,,Micro ATX,128,4,,,Black / White
Asus,Asus PRIME B450-PLUS,168.31,22721.85,,AM4,,ATX,64,4,,,Black / Silver
Asus,Asus ROG MAXIMUS Z890 EXTREME,849.0,114615.0,,LGA1851,,EATX,192,4,,,Black
Asus,Asus Z890 AYW GAMING WIFI W,219.99,29698.65,,LGA1851,,ATX,192,4,,,White
Asus,Asus PRIME H510M-K,108.0,14580.0,,LGA1200,,Micro ATX,64,2,,,Black / Silver
Asus,Asus TUF GAMING Z690-PLUS WIFI,219.99,29698.65,,LGA1700,,ATX,192,4,,,Black / Gray
MSI,MSI MAG Z690 TOMAHAWK WIFI DDR4,399.0,53865.0,,LGA1700,,ATX,128,4,,,Black / Silver
Gigabyte,Gigabyte B850 AI TOP,319.99,43198.65,,AM5,,ATX,256,4,,,Black
ASRock,ASRock B760 Pro RS,176.75,23861.25,,LGA1700,,ATX,192,4,,,Silver / Black
NZXT,NZXT N7 Z790,271.31,36626.85,,LGA1700,,ATX,192,4,,,Black
Gigabyte,Gigabyte H610M K V2,114.74,15489.9,,LGA1700,,Micro ATX,96,2,,,Brown / Black
Asus,Asus PRIME Z790-A WIFI,299.99,40498.65,,LGA1700,,ATX,192,4,,,Black / Silver
Gigabyte,Gigabyte B550 EAGLE,147.45,19905.75,,AM4,,ATX,128,4,,,Black
MSI,MSI MPG X570 GAMING PLUS,512.22,69149.7,,AM4,,ATX,128,4,,,Black / Red
Gigabyte,Gigabyte X570 AORUS ELITE WIFI,368.0,49680.0,,AM4,,ATX,128,4,,,Black
ASRock,ASRock B550M Steel Legend,164.84,22253.4,,AM4,,Micro ATX,128,4,,,Silver / Black
Asus,Asus PRIME B650M-R,182.42,24626.7,,AM5,,Micro ATX,96,2,,,Silver / Black
Asus,Asus ROG STRIX Z790-E GAMING WIFI II,445.2,60102.0,,LGA1700,,ATX,192,4,,,Black
Asus,Asus X870 MAX GAMING WIFI7 W,235.84,31838.4,,AM5,,ATX,256,4,,,White
ASRock,ASRock X670E Steel Legend,512.24,69152.4,,AM5,,ATX,256,4,,,Black / White
Gigabyte,Gigabyte X670 GAMING X AX V2,229.95,31043.25,,AM5,,ATX,192,4,,,Black / Gray
Asus,Asus PRIME B760-PLUS D4,172.99,23353.65,,LGA1700,,ATX,128,4,,,Silver / Black
Gigabyte,Gigabyte B550M DS3H AC R2,109.99,14848.65,,AM4,,Micro ATX,128,4,,,Black
Asus,Asus PRIME X570-P,358.29,48369.15,,AM4,,ATX,128,4,,,Black / White
MSI,MSI PRO A620M-B,161.13,21752.55,,AM5,,Micro ATX,128,2,,,Black
Asus,Asus ProArt Z790-CREATOR WIFI,693.83,93667.05,,LGA1700,,ATX,192,4,,,Black / Copper
MSI,MSI PRO B760-VC WIFI IV,169.99,22948.65,,LGA1700,,ATX,256,4,,,Black / Silver
Asus,Asus ROG STRIX Z890-H GAMING WIFI,329.99,44548.65,,LGA1851,,ATX,256,4,,,Black
Asus,Asus TUF GAMING B760M-BTF WIFI,239.99,32398.65,,LGA1700,,Micro ATX,192,4,,,Black
MSI,MSI MPG Z890I EDGE TI WIFI,329.95,44543.25,,LGA1851,,Mini ITX,128,2,,,White
Asus,Asus TUF GAMING B550M-PLUS,157.99,21328.65,,AM4,,Micro ATX,128,4,,,Black
Gigabyte,Gigabyte H610I DDR4,161.13,21752.55,,LGA1700,,Mini ITX,64,2,,,Black / Gray
Asus,Asus PRIME X670E-PRO WIFI,349.99,47248.65,,AM5,,ATX,192,4,,,Silver / Black
Asus,Asus PRIME B560M-A,219.99,29698.65,,LGA1200,,Micro ATX,128,4,,,Silver / Black
ASRock,ASRock B760M-ITX/D4 WiFi,215.82,29135.7,,LGA1700,,Mini ITX,64,2,,,Silver / Black
Asus,Asus PRO H610M-CT D4-CSM,89.99,12148.65,,LGA1700,,Micro ATX,64,2,,,Green / Black
ASRock,ASRock B850M Pro-A,199.13,26882.55,,AM5,,Micro ATX,256,4,,,Black
MSI,MSI MPG B760I EDGE WIFI,219.99,29698.65,,LGA1700,,Mini ITX,96,2,,,Black / Silver
MSI,MSI X470 GAMING PLUS MAX,199.99,26998.65,,AM4,,ATX,128,4,,,Black
Asus,Asus TUF GAMING B450M-PLUS II,164.99,22273.65,,AM4,,Micro ATX,128,4,,,Black
MSI,MSI PRO B840M-B,157.77,21298.95,,AM5,,Micro ATX,128,2,,,Black
ASRock,ASRock Z790 PG SONIC,159.99,21598.65,,LGA1700,,ATX,192,4,,,Black / Blue
Asus,Asus TUF GAMING Z790-PLUS WIFI D4,229.99,31048.65,,LGA1700,,ATX,128,4,,,Black
Gigabyte,Gigabyte B650 UD AX (rev. 1.0),169.99,22948.65,,AM5,,ATX,192,4,,,Black / Gray
MSI,MSI MPG Z790 EDGE TI MAX WIFI,399.0,53865.0,,LGA1700,,ATX,192,4,,,Silver / Black
Asus,Asus PRIME Z890M-PLUS WIFI,229.99,31048.65,,LGA1851,,Micro ATX,192,4,,,Black / Silver
Gigabyte,Gigabyte B760M DS3H AX DDR4,178.81,24139.35,,LGA1700,,Micro ATX,128,4,,,Black
Gigabyte,Gigabyte B760 GAMING X DDR4,355.26,47960.1,,LGA1700,,ATX,128,4,,,Black
MSI,MSI MPG Z490 GAMING PLUS,337.04,45500.4,,LGA1200,,ATX,128,4,,,Black / Silver
Asus,Asus PRIME H510M-A,152.09,20532.15,,LGA1200,,Micro ATX,64,2,,,Black / Silver
MSI,MSI B450-A PRO MAX,240.73,32498.55,,AM4,,ATX,64,4,,,Brown / Black
Asus,Asus PRIME Z890-P WIFI,239.99,32398.65,,LGA1851,,ATX,192,4,,,Black / Silver
ASRock,ASRock Z890I Nova WiFi,299.99,40498.65,,LGA1851,,Mini ITX,128,2,,,Black
ASRock,ASRock Z790 Steel Legend WiFi,319.0,43065.0,,LGA1700,,ATX,192,4,,,Silver / Black
Gigabyte,Gigabyte X570 AORUS ELITE,349.0,47115.0,,AM4,,ATX,128,4,,,Black / Silver
Asus,Asus TUF GAMING B850M-PLUS,334.12,45106.2,,AM5,,Micro ATX,192,4,,,Black
Gigabyte,Gigabyte B650 UD AC,169.99,22948.65,,AM5,,ATX,192,4,,,Black / Gray
MSI,MSI MPG Z890 CARBON WIFI,499.99,67498.65,,LGA1851,,ATX,256,4,,,Black
Gigabyte,Gigabyte B760M D3HP WIFI6,232.01,31321.35,,LGA1700,,Micro ATX,192,4,,,Gray / Black
ASRock,ASRock B450 Steel Legend,172.0,23220.0,,AM4,,ATX,64,4,,,Black / Silver
Asus,Asus ROG MAXIMUS Z890 HERO BTF,699.99,94498.65,,LGA1851,,ATX,256,4,,,Black
Asus,Asus ROG STRIX Z490-E GAMING,363.66,49094.1,,LGA1200,,ATX,128,4,,,Black
Asus,Asus TUF GAMING A520M-PLUS II,130.24,17582.4,,AM4,,Micro ATX,128,4,,,Black
Asus,Asus TUF GAMING B860M-PLUS WIFI,209.99,28348.65,,LGA1851,,Micro ATX,256,4,,,Black / Silver
Gigabyte,Gigabyte Z790 AORUS MASTER X,444.0,59940.0,,LGA1700,,EATX,192,4,,,Black
ASRock,ASRock B860M-X,119.99,16198.65,,LGA1851,,Micro ATX,128,2,,,Silver / Black
ASRock,ASRock X570 Phantom Gaming 4,270.44,36509.4,,AM4,,ATX,128,4,,,Black / Silver
Gigabyte,Gigabyte X570 I AORUS PRO WIFI,400.0,54000.0,,AM4,,Mini ITX,64,2,,,Black / Silver
ASRock,ASRock B450 Pro4,121.55,16409.25,,AM4,,ATX,64,4,,,Black / Silver
Asus,Asus ROG STRIX Z690-A GAMING WIFI D4,309.99,41848.65,,LGA1700,,ATX,128,4,,,Silver / Black
Gigabyte,Gigabyte B860I AORUS PRO ICE,209.99,28348.65,,LGA1851,,Mini ITX,128,2,,,White / Silver
ASRock,ASRock B650E PG-ITX WIFI,349.99,47248.65,,AM5,,Mini ITX,96,2,,,Black / Red
Gigabyte,Gigabyte H610M S2H V2 DDR4,99.99,13498.65,,LGA1700,,Micro ATX,64,2,,,Black / Gray
Asus,Asus PRIME X570-PRO,429.0,57915.0,,AM4,,ATX,128,4,,,Black / White
Biostar,Biostar B650MT,125.0,16875.0,,AM5,,Micro ATX,96,2,,,Black / Silver
ASRock,ASRock B550 Pro4,161.99,21868.65,,AM4,,ATX,128,4,,,Silver / Black
MSI,MSI PRO B550M-P GEN3,95.95,12953.25,,AM4,,Micro ATX,128,4,,,Black
MSI,MSI MEG X570 UNIFY,399.0,53865.0,,AM4,,ATX,128,4,,,Black
Asus,Asus ROG Strix X570-I Gaming,538.99,72763.65,,AM4,,Mini ITX,64,2,,,Black
MSI,MSI PRO Z790-S WIFI,194.0,26190.0,,LGA1700,,ATX,192,4,,,Black
Gigabyte,Gigabyte B650M AORUS ELITE,204.73,27638.55,,AM5,,Micro ATX,192,4,,,Black
ASRock,ASRock B860 Pro RS WiFi,159.99,21598.65,,LGA1851,,ATX,256,4,,,Silver / Black
ASRock,ASRock X570 Phantom Gaming 4S,2945.06,397583.1,,AM4,,ATX,128,4,,,Black
Asus,Asus TUF GAMING B860-PLUS WIFI,219.99,29698.65,,LGA1851,,ATX,256,4,,,Black / Gray
Asus,Asus ROG STRIX Z590-E GAMING WIFI,514.9,69511.5,,LGA1200,,ATX,128,4,,,Black
Gigabyte,Gigabyte H610M S2H V3 DDR4,109.95,14843.25,,LGA1700,,Micro ATX,64,2,,,Black / Silver
Asus,Asus ROG MAXIMUS Z790 EXTREME,2608.6,352161.0,,LGA1700,,EATX,192,4,,,Black
Asus,Asus ROG STRIX Z890-F GAMING WIFI,389.99,52648.65,,LGA1851,,ATX,192,4,,,Black
Gigabyte,Gigabyte Z790 UD AC,197.99,26728.65,,LGA1700,,ATX,192,4,,,Black
Gigabyte,Gigabyte Z890M GAMING X,169.99,22948.65,,LGA1851,,Micro ATX,256,4,,,Silver / Black
ASRock,ASRock B860I Lightning WiFi,219.99,29698.65,,LGA1851,,Mini ITX,128,2,,,Black
Gigabyte,Gigabyte Z790 D AX,265.76,35877.6,,LGA1700,,ATX,192,4,,,Black / Gray
Asus,Asus PRIME B840M-A WIFI-CSM,179.99,24298.65,,AM5,,Micro ATX,192,4,,,Silver / Black
Asus,Asus TUF GAMING X570-PLUS,388.83,52492.05,,AM4,,ATX,128,4,,,Black / Gold
Asus,Asus PROART B650-CREATOR,330.21,44578.35,,AM5,,ATX,192,4,,,Black / Copper
Asus,Asus ROG STRIX Z790-A GAMING WIFI D4,407.95,55073.25,,LGA1700,,ATX,128,4,,,Black / Silver
Gigabyte,Gigabyte B760 DS3H AX,159.99,21598.65,,LGA1700,,ATX,192,4,,,Gray / Black
Gigabyte,Gigabyte B840M DS3H,137.63,18580.05,,AM5,,Micro ATX,256,4,,,Gray / Black
Gigabyte,Gigabyte B650M DS3H,209.83,28327.05,,AM5,,Micro ATX,192,4,,,Brown / Black
Asus,Asus PRIME B760M-K D4,290.9,39271.5,,LGA1700,,Micro ATX,64,2,,,Silver / Black
Gigabyte,Gigabyte B860 GAMING X WIFI6E,179.99,24298.65,,LGA1851,,ATX,256,4,,,Silver / Black
Asus,Asus PRIME X870-P,363.29,49044.15,,AM5,,ATX,192,4,,,Black / Silver
Asus,Asus ROG STRIX B760-F GAMING WIFI,477.94,64521.9,,LGA1700,,ATX,192,4,,,Black
MSI,MSI PRO Z890-S WIFI PZ,209.99,28348.65,,LGA1851,,ATX,256,4,,,Silver
ASRock,ASRock B760M-HDV/M.2 D4,125.05,16881.75,,LGA1700,,Micro ATX,64,2,,,Silver / Black
Asus,Asus PRIME X670-P WIFI,269.99,36448.65,,AM5,,ATX,192,4,,,Silver / Black
Gigabyte,Gigabyte B760M D3HP DDR4,144.87,19557.45,,LGA1700,,Micro ATX,128,4,,,Black / Gray
Asus,Asus TUF Gaming Z590-PLUS WIFI,338.5,45697.5,,LGA1200,,ATX,128,4,,,Silver / Black
ASRock,ASRock B760M Steel Legend WiFi,232.19,31345.65,,LGA1700,,Micro ATX,192,4,,,Silver / Black
Asus,Asus PRIME B550M-A,146.27,19746.45,,AM4,,Micro ATX,128,4,,,Black / White
Gigabyte,Gigabyte Z890 UD WIFI6E,189.79,25621.65,,LGA1851,,ATX,256,4,,,Black / Gray
ASRock,ASRock Z890 Pro-A WiFi,199.99,26998.65,,LGA1851,,ATX,256,4,,,Black / Silver
MSI,MSI MAG B760 TOMAHAWK WIFI DDR4,189.99,25648.65,,LGA1700,,ATX,128,4,,,Black
Asus,Asus ROG Crosshair VIII Hero (WI-FI),719.0,97065.0,,AM4,,ATX,128,4,,,Black
MSI,MSI PRO B850M-A WIFI,199.99,26998.65,,AM5,,Micro ATX,128,4,,,Black / Silver
Asus,Asus PRIME B660M-K D4,144.87,19557.45,,LGA1700,,Micro ATX,64,2,,,Silver / Black
Gigabyte,Gigabyte B860 AORUS ELITE WIFI7 ICE,189.99,25648.65,,LGA1851,,ATX,256,4,,,White / Silver
MSI,MSI MPG Z690 EDGE WIFI DDR4,386.99,52243.65,,LGA1700,,ATX,128,4,,,Black / Gray
Gigabyte,Gigabyte Z890 AORUS ELITE WIFI7 ICE,219.99,29698.65,,LGA1851,,ATX,256,4,,,White / Silver
Gigabyte,Gigabyte B850M EAGLE WIFI6E,164.99,22273.65,,AM5,,Micro ATX,256,4,,,Black
MSI,MSI A520M PRO,118.83,16042.05,,AM4,,Micro ATX,64,2,,,Black
Asus,Asus PRIME Z490-P,305.0,41175.0,,LGA1200,,ATX,128,4,,,Black / Silver
Asus,Asus ROG STRIX Z690-F GAMING WIFI,275.0,37125.0,,LGA1700,,ATX,192,4,,,Black / Silver
Asus,Asus PRIME B760M-A D4,149.99,20248.65,,LGA1700,,Micro ATX,128,4,,,Silver / Black
Gigabyte,Gigabyte Z790M AORUS ELITE AX,199.99,26998.65,,LGA1700,,Micro ATX,192,4,,,Black / Silver
Gigabyte,Gigabyte B760M AORUS ELITE AX,212.57,28696.95,,LGA1700,,Micro ATX,192,4,,,Black / Silver
Asus,Asus ROG Strix X570-E Gaming,539.0,72765.0,,AM4,,ATX,128,4,,,Black
ASRock,ASRock Z790 Pro RS,176.99,23893.65,,LGA1700,,ATX,192,4,,,Silver / Black
Gigabyte,Gigabyte Z790 GAMING X AX,199.99,26998.65,,LGA1700,,ATX,192,4,,,Black
MSI,MSI MAG B550M MORTAR MAX WIFI,159.99,21598.65,,AM4,,Micro ATX,128,4,,,Silver / Black
Asus,Asus TUF GAMING Z890-PRO WIFI,272.0,36720.0,,LGA1851,,ATX,192,4,,,White
ASRock,ASRock B550 PG Riptide,189.57,25591.95,,AM4,,ATX,128,4,,,Black / Silver
MSI,MSI B860M GAMING PLUS WIFI,179.99,24298.65,,LGA1851,,Micro ATX,256,4,,,Silver / Black
ASRock,ASRock Z790 Nova WiFi,445.38,60126.3,,LGA1700,,ATX,192,4,,,Black
Gigabyte,Gigabyte B450 AORUS ELITE V2,301.0,40635.0,,AM4,,ATX,128,4,,,Black
ASRock,ASRock B860M-X WiFi,129.99,17548.65,,LGA1851,,Micro ATX,128,2,,,Silver / Black
Asus,Asus ROG STRIX Z890-I GAMING WIFI,419.99,56698.65,,LGA1851,,Mini ITX,96,2,,,Black
Gigabyte,Gigabyte B860 EAGLE WIFI6E,169.99,22948.65,,LGA1851,,ATX,256,4,,,Gray / Black
Asus,Asus PRIME B850-PLUS WIFI,199.99,26998.65,,AM5,,ATX,256,4,,,Black / Silver
Gigabyte,Gigabyte Z890 AORUS MASTER,484.01,65341.35,,LGA1851,,ATX,256,4,,,Black / Silver
Asus,Asus TUF GAMING Z790-BTF WIFI,299.99,40498.65,,LGA1700,,ATX,192,4,,,Silver / Black
Asus,Asus PRIME Z790-P,287.39,38797.65,,LGA1700,,ATX,192,4,,,Silver / Black
Asus,Asus ROG STRIX Z790-F GAMING WIFI,442.98,59802.3,,LGA1700,,ATX,192,4,,,Black
MSI,MSI MPG B760M EDGE TI WIFI,219.99,29698.65,,LGA1700,,Micro ATX,192,4,,,Silver / Black
ASRock,ASRock A620M-HDV/M.2+,148.67,20070.45,,AM5,,Micro ATX,96,2,,,Gray / Black
MSI,MSI PRO Z890-A WIFI,289.99,39148.65,,LGA1851,,ATX,256,4,,,Black / Silver
Asus,Asus ROG STRIX Z690-I GAMING WIFI,429.0,57915.0,,LGA1700,,Mini ITX,96,2,,,Black / Silver
Asus,Asus TUF GAMING B660M-PLUS WIFI D4,229.0,30915.0,,LGA1700,,Micro ATX,128,4,,,Black / Orange
Asus,Asus PRIME H610M-E D4-CSM,99.99,13498.65,,LGA1700,,Micro ATX,64,2,,,Silver / Black
ASRock,ASRock Z890M Riptide WiFi,241.1,32548.5,,LGA1851,,Micro ATX,256,4,,,Black / Silver
MSI,MSI PRO H610M-E,151.17,20407.95,,LGA1700,,Micro ATX,96,2,,,Black
Gigabyte,Gigabyte Z790 D,239.06,32273.1,,LGA1700,,ATX,192,4,,,Black / Gray
ASRock,ASRock B760I Lightning WiFi,327.99,44278.65,,LGA1700,,Mini ITX,96,2,,,Black
Asus,Asus TUF GAMING B760M-PLUS II,241.57,32611.95,,LGA1700,,Micro ATX,192,4,,,Black
Asus,Asus PRIME A620M-A-CSM,129.99,17548.65,,AM5,,Micro ATX,192,4,,,Silver / Black
ASRock,ASRock B860 Pro RS,149.99,20248.65,,LGA1851,,ATX,256,4,,,Silver / Black
Asus,Asus TUF GAMING B760M-PLUS WIFI D4,261.87,35352.45,,LGA1700,,Micro ATX,128,4,,,Black / Orange
Gigabyte,Gigabyte B650M K,195.0,26325.0,,AM5,,Micro ATX,192,4,,,Brown / Silver
ASRock,ASRock B550 Steel Legend,205.35,27722.25,,AM4,,ATX,128,4,,,Silver / Black
Gigabyte,Gigabyte B650 AERO G,229.99,31048.65,,AM5,,ATX,192,4,,,Black / Silver
Asus,Asus ROG Strix X570-F Gaming,483.67,65295.45,,AM4,,ATX,128,4,,,Black
Gigabyte,Gigabyte GA-AB350-GAMING 3,279.99,37798.65,,AM4,,ATX,64,4,,,Black / Red
Asus,Asus ROG STRIX Z790-H GAMING WIFI,479.99,64798.65,,LGA1700,,ATX,192,4,,,Black
MSI,MSI Z590 PRO WIFI,381.49,51501.15,,LGA1200,,ATX,128,4,,,Black
Gigabyte,Gigabyte Z890 AORUS XTREME AI TOP,999.99,134998.65,,LGA1851,,EATX,256,4,,,Black
MSI,MSI MEG Z890 ACE,609.99,82348.65,,LGA1851,,ATX,256,4,,,Black / Gold
MSI,MSI MPG Z790I EDGE WIFI,309.99,41848.65,,LGA1700,,Mini ITX,96,2,,,Silver / Black
Gigabyte,Gigabyte B860M AORUS ELITE WIFI6E,189.99,25648.65,,LGA1851,,Micro ATX,256,4,,,Black
MSI,MSI MAG Z790 TOMAHAWK WIFI DDR4,349.99,47248.65,,LGA1700,,ATX,128,4,,,Black
