brand,name,price_usd,price_bdt,image_url,socket,chipset,form_factor,max_memory_gb,memory_slots,memory_type,m2_slots,color
Asus,Asus ROG STRIX B660-I GAMING WIFI,235.74,31824.9,,LGA1700,,Mini ITX,96,2,,,Black / Silver
Gigabyte,Gigabyte B760I AORUS PRO DDR4,209.99,28348.65,,LGA1700,,Mini ITX,64,2,,,Black / Gray
Gigabyte,Gigabyte B550 AORUS PRO AC,306.49,41376.15,,AM4,,ATX,128,4,,,Black / Orange
Biostar,Biostar H610MT-E,105.36,14223.6,,LGA1700,,Micro ATX,64,2,,,Black
Asus,Asus TUF B450-PLUS GAMING,218.89,29550.15,,AM4,,ATX,64,4,,,Black / Gold
Asus,Asus TUF GAMING B650M-E,255.1,34438.5,,AM5,,Micro ATX,192,4,,,Black
MSI,MSI B560M PRO-E,179.99,24298.65,,LGA1200,,Micro ATX,64,2,,,Black
ASRock,ASRock X870 Pro-A WiFi,199.99,26998.65,,AM5,,ATX,256,4,,,Black
Asus,Asus ROG MAXIMUS Z890 APEX,609.99,82348.65,,LGA1851,,ATX,96,2,,,White
Gigabyte,Gigabyte B760M D3HP,160.19,21625.65,,LGA1700,,Micro ATX,192,4,,,Black / Gray
MSI,MSI MPG X570 GAMING PRO CARBON WIFI,399.89,53985.15,,AM4,,ATX,128,4,,,Black / Silver
Asus,Asus PRIME B860-PLUS WIFI,179.99,24298.65,,LGA1851,,ATX,256,4,,,Silver / Black
Asus,Asus TUF B450M-PLUS GAMING,289.0,39015.0,,AM4,,Micro ATX,64,4,,,Black / Gold
MSI,MSI MPG Z790 CARBON WIFI,479.99,64798.65,,LGA1700,,ATX,192,4,,,Black
MSI,MSI MPG Z890 EDGE TI WIFI,369.99,49948.65,,LGA1851,,ATX,256,4,,,Silver / White
Gigabyte,Gigabyte Z890I AORUS ULTRA,319.99,43198.65,,LGA1851,,Mini ITX,128,2,,,Black
ASRock,ASRock Z790I Lightning WiFi,442.98,59802.3,,LGA1700,,Mini ITX,96,2,,,Black
ASRock,ASRock H610M-HVS/M.2 R2.0,104.73,14138.55,,LGA1700,,Micro ATX,64,2,,,Black / Silver
Asus,Asus PRIME Z790M-PLUS,295.95,39953.25,,LGA1700,,Micro ATX,192,4,,,Silver / Black
MSI,MSI PRO B660M-A DDR4,289.0,39015.0,,LGA1700,,Micro ATX,128,4,,,Black / Silver
ASRock,ASRock B650M PG RIPTIDE,185.99,25108.65,,AM5,,Micro ATX,256,4,,,Black
Gigabyte,Gigabyte B760 DS3H AX DDR4,195.6,26406.0,,LGA1700,,ATX,128,4,,,Black
MSI,MSI B350M BAZOOKA,118.0,15930.0,,AM4,,Micro ATX,64,4,,,Black / White
Gigabyte,Gigabyte Z790 AORUS MASTER,520.99,70333.65,,LGA1700,,EATX,192,4,,,Black / Silver
NZXT,NZXT N7-Z69XT-B1,299.99,40498.65,,LGA1700,,ATX,128,4,,,Black
ASRock,ASRock Z790 PG LIGHTNING,194.43,26248.05,,LGA1700,,ATX,192,4,,,Black
Gigabyte,Gigabyte B460M DS3H V2,191.56,25860.6,,LGA1200,,Micro ATX,128,4,,,Brown / Black
Gigabyte,Gigabyte B660 DS3H DDR4,203.34,27450.9,,LGA1700,,ATX,128,4,,,Black
MSI,MSI MAG B860M MORTAR WIFI,189.99,25648.65,,LGA1851,,Micro ATX,256,4,,,Black / Green
Gigabyte,Gigabyte Z890 GAMING X WIFI7,259.99,35098.65,,LGA1851,,ATX,256,4,,,Silver / Black
Gigabyte,Gigabyte X670E AORUS XTREME (rev. 1.0),949.99,128248.65,,AM5,,EATX,256,4,,,Black
NZXT,NZXT N9 Z890,449.99,60748.65,,LGA1851,,ATX,192,4,,,Black
MSI,MSI PRO Z890-S WIFI WHITE,209.99,28348.65,,LGA1851,,ATX,256,4,,,White
ASRock,ASRock X670E PG Lightning,373.52,50425.2,,AM5,,ATX,256,4,,,Black
Gigabyte,Gigabyte H810M H,102.48,13834.8,,LGA1851,,Micro ATX,128,2,,,Gray / Black
MSI,MSI Z590-A PRO,299.99,40498.65,,LGA1200,,ATX,128,4,,,Black
ASRock,ASRock B860 LiveMixer WiFi,139.99,18898.65,,LGA1851,,ATX,256,4,,,Silver / Black
Asus,Asus ROG STRIX B660-A GAMING WIFI D4,305.0,41175.0,,LGA1700,,ATX,128,4,,,Silver / Black
Biostar,Biostar B450MH,109.9,14836.5,,AM4,,Micro ATX,32,2,,,Black / Yellow
Gigabyte,Gigabyte Z690 AORUS ELITE AX DDR4,377.0,50895.0,,LGA1700,,ATX,128,4,,,Black / Silver
MSI,MSI MPG B550 GAMING CARBON WIFI,376.0,50760.0,,AM4,,ATX,128,4,,,Black / Silver
Gigabyte,Gigabyte B550M AORUS PRO-P,211.49,28551.15,,AM4,,Micro ATX,128,4,,,Black
Gigabyte,Gigabyte X570 AORUS MASTER,530.0,71550.0,,AM4,,ATX,128,4,,,Black / Silver
MSI,MSI B850 GAMING PLUS WIFI PZ,249.99,33748.65,,AM5,,ATX,256,4,,,Silver / Turquoise
Gigabyte,Gigabyte Z890 AI TOP,549.99,74248.65,,LGA1851,,EATX,256,4,,,Gray / Black
Asus,Asus PRIME H810M-A-CSM,119.99,16198.65,,LGA1851,,Micro ATX,128,2,,,Silver / Black
ASRock,ASRock B860 Lightning WiFi,149.99,20248.65,,LGA1851,,ATX,256,4,,,Black
Gigabyte,Gigabyte H810M GAMING WIFI6,139.99,18898.65,,LGA1851,,Micro ATX,128,2,,,Black / Silver
Gigabyte,Gigabyte B860M DS3H WIFI6E,180.51,24368.85,,LGA1851,,Micro ATX,256,4,,,Silver / Black
MSI,MSI B450 Gaming Plus,179.99,24298.65,,AM4,,ATX,64,4,,,Red / Black
ASRock,ASRock X570 Steel Legend,314.69,42483.15,,AM4,,ATX,128,4,,,Black / Silver
Asus,Asus PRIME H610M-A D4-CSM,109.99,14848.65,,LGA1700,,Micro ATX,64,2,,,Silver / Black
Gigabyte,Gigabyte Z890 AERO D,939.0,126765.0,,LGA1851,,EATX,256,4,,,White
Asus,Asus Pro B550M-C/CSM,144.83,19552.05,,AM4,,Micro ATX,128,4,,,Green
Gigabyte,Gigabyte B760 DS3H AC,203.94,27531.9,,LGA1700,,ATX,192,4,,,Gray / Black
MSI,MSI B860 GAMING PLUS WIFI,202.78,27375.3,,LGA1851,,ATX,256,4,,,Silver / Black
ASRock,ASRock Z790 Pro RS/D4,209.99,28348.65,,LGA1700,,ATX,128,4,,,Silver / Black
Asus,Asus ROG MAXIMUS Z690 HERO,729.0,98415.0,,LGA1700,,ATX,192,4,,,Black / Silver
Asus,Asus TUF GAMING B550-PLUS (WI-FI),289.0,39015.0,,AM4,,ATX,128,4,,,Black
Gigabyte,Gigabyte A520M DS3H AC,123.5,16672.5,,AM4,,Micro ATX,128,4,,,Black
ASRock,ASRock B860 Steel Legend WiFi,199.99,26998.65,,LGA1851,,ATX,256,4,,,White / Silver
NZXT,NZXT N9 Z890,449.99,60748.65,,LGA1851,,ATX,192,4,,,White
Asus,Asus TUF GAMING Z490-PLUS (WI-FI),370.0,49950.0,,LGA1200,,ATX,128,4,,,Black
Asus,Asus ROG MAXIMUS XII HERO (WI-FI),490.0,66150.0,,LGA1200,,ATX,128,4,,,Black
MSI,MSI MEG Z890 UNIFY-X,511.13,69002.55,,LGA1851,,ATX,128,2,,,Black
ASRock,ASRock Z890 Pro-A,189.99,25648.65,,LGA1851,,ATX,256,4,,,Black / Silver
Gigabyte,Gigabyte B860 DS3H WIFI6E,139.99,18898.65,,LGA1851,,ATX,256,4,,,Silver / Black
ASRock,ASRock Z890 Steel Legend WiFi,259.99,35098.65,,LGA1851,,ATX,256,4,,,Silver
Asus,Asus ROG MAXIMUS Z690 FORMULA,409.47,55278.45,,LGA1700,,ATX,192,4,,,Silver / Black
Gigabyte,Gigabyte Z790 GAMING PLUS AX,195.99,26458.65,,LGA1700,,ATX,192,4,,,Black / Gray
Gigabyte,Gigabyte Z690 GAMING X DDR4,367.49,49611.15,,LGA1700,,ATX,128,4,,,Black / Gray
Asus,Asus PRIME Z790-P WIFI D4,408.81,55189.35,,LGA1700,,ATX,128,4,,,Black / Silver
Asus,Asus TUF GAMING B650EM-E WIFI,209.99,28348.65,,AM5,,Micro ATX,256,4,,,Black
Asus,Asus PRIME H810M-A WIFI-CSM,129.99,17548.65,,LGA1851,,Micro ATX,128,2,,,Silver / Black
Gigabyte,Gigabyte B550 AORUS ELITE,246.49,33276.15,,AM4,,ATX,128,4,,,Black / Silver
MSI,MSI PRO Z890-S WIFI,229.99,31048.65,,LGA1851,,ATX,256,4,,,Black / Silver
ASRock,ASRock Z890 Taichi,437.74,59094.9,,LGA1851,,ATX,256,4,,,Black / Gold
MSI,MSI B840M GAMING PLUS WIFI6E,222.47,30033.45,,AM5,,Micro ATX,256,4,,,Silver
Gigabyte,Gigabyte X570S AORUS MASTER,575.72,77722.2,,AM4,,ATX,128,4,,,Black / Silver
Asus,Asus PRIME B840M-A-CSM,210.16,28371.6,,AM5,,Micro ATX,192,4,,,Silver / Black
Gigabyte,Gigabyte B760 AORUS ELITE AX,249.0,33615.0,,LGA1700,,ATX,192,4,,,Black
ASRock,ASRock B860M Pro-A WiFi,149.99,20248.65,,LGA1851,,Micro ATX,256,4,,,Black
MSI,MSI B850M GAMING PLUS WIFI6E,247.17,33367.95,,AM5,,Micro ATX,256,4,,,Silver / White
ASRock,ASRock Z890 LiveMixer WiFi,239.99,32398.65,,LGA1851,,ATX,256,4,,,Silver / Black
ASRock,ASRock B450M-HDV,149.99,20248.65,,AM4,,Micro ATX,32,2,,,Black / Silver
ASRock,ASRock B860 Pro-A WiFi,188.0,25380.0,,LGA1851,,ATX,256,4,,,Black
Gigabyte,Gigabyte Z590I AORUS ULTRA,389.0,52515.0,,LGA1200,,Mini ITX,64,2,,,Black
NZXT,NZXT N7-Z69XT-W1,302.06,40778.1,,LGA1700,,ATX,128,4,,,White / Black
ASRock,ASRock B760M Pro RS/D4 WiFi,172.28,23257.8,,LGA1700,,Micro ATX,128,4,,,Silver / Black
Asus,Asus PRIME B860M-A WIFI-CSM,169.99,22948.65,,LGA1851,,Micro ATX,256,4,,,Silver / Black
MSI,MSI MPG Z790 CARBON WIFI II,429.99,58048.65,,LGA1700,,ATX,192,4,,,Black
Asus,Asus ProArt B660-CREATOR D4,199.95,26993.25,,LGA1700,,ATX,128,4,,,Black
Gigabyte,Gigabyte B860M AORUS ELITE WIFI6E ICE,189.99,25648.65,,LGA1851,,Micro ATX,256,4,,,White / Silver
Asus,Asus TUF GAMING B550M-PLUS (WI-FI),274.0,36990.0,,AM4,,Micro ATX,128,4,,,Black
Gigabyte,Gigabyte H610M S2H,118.1,15943.5,,LGA1700,,Micro ATX,64,2,,,Brown / Silver
MSI,MSI PRO B760-P WIFI,189.99,25648.65,,LGA1700,,ATX,192,4,,,Black / Silver
Asus,Asus Strix B550-XE Gaming WiFi,391.02,52787.7,,AM4,,ATX,128,4,,,Black
Asus,Asus ROG STRIX Z590-A GAMING WIFI,478.0,64530.0,,LGA1200,,ATX,128,4,,,Silver / Black
Gigabyte,Gigabyte X570 AORUS PRO WIFI,448.0,60480.0,,AM4,,ATX,128,4,,,Black / Silver
Asus,Asus PRIME B550M-A/CSM,189.0,25515.0,,AM4,,Micro ATX,128,4,,,Black / White
ASRock,ASRock Phantom Gaming Z890 Nova WiFi,349.99,47248.65,,LGA1851,,ATX,256,4,,,Black
ASRock,ASRock X670E Pro RS,551.13,74402.55,,AM5,,ATX,256,4,,,Black
Gigabyte,Gigabyte B840M D2H,169.54,22887.9,,AM5,,Micro ATX,128,2,,,Gray / Black
Gigabyte,Gigabyte Z590 AORUS ELITE AX,377.9,51016.5,,LGA1200,,ATX,128,4,,,Black
Gigabyte,Gigabyte B860M EAGLE PLUS WIFI6E,159.99,21598.65,,LGA1851,,Micro ATX,256,4,,,Black / Silver
ASRock,ASRock Z890 Lightning WiFi,217.99,29428.65,,LGA1851,,ATX,256,4,,,Black
ASRock,ASRock B760M-H/M.2,114.37,15439.95,,LGA1700,,Micro ATX,96,2,,,Silver / Black
MSI,MSI PRO H610M-G,140.65,18987.75,,LGA1700,,Micro ATX,96,2,,,Black
Asus,Asus ROG STRIX B860-G GAMING WIFI,351.52,47455.2,,LGA1851,,Micro ATX,256,4,,,White / Silver
Gigabyte,Gigabyte Z790 AORUS ELITE AX DDR4,250.0,33750.0,,LGA1700,,ATX,128,4,,,Black
Gigabyte,Gigabyte Z790 UD AX,326.06,44018.1,,LGA1700,,ATX,192,4,,,Black
Gigabyte,Gigabyte Z590 UD AC,329.65,44502.75,,LGA1200,,ATX,128,4,,,Black
MSI,MSI MPG X570S EDGE MAX WIFI,734.79,99196.65,,AM4,,ATX,128,4,,,Black / Silver
Gigabyte,Gigabyte Z890 AORUS ELITE X ICE,270.0,36450.0,,LGA1851,,ATX,256,4,,,White / Silver
MSI,MSI MPG Z690 FORCE WIFI,399.0,53865.0,,LGA1700,,ATX,192,4,,,Silver / Black
Gigabyte,Gigabyte B760M C,220.5,29767.5,,LGA1700,,Micro ATX,192,4,,,Brown / Gray
ASRock,ASRock Z890 Pro RS WiFi White,226.99,30643.65,,LGA1851,,ATX,256,4,,,White / Silver
Gigabyte,Gigabyte Z890 AORUS PRO ICE,339.05,45771.75,,LGA1851,,ATX,256,4,,,White / Silver
Asus,Asus ROG STRIX B860-F GAMING WIFI,420.04,56705.4,,LGA1851,,ATX,256,4,,,Black
Gigabyte,Gigabyte Z790I AORUS ULTRA,334.18,45114.3,,LGA1700,,Mini ITX,96,2,,,Silver / Black
Gigabyte,Gigabyte B650 AORUS PRO AX,498.87,67347.45,,AM5,,ATX,192,4,,,Black
ASRock,ASRock Z890 Riptide WiFi,219.99,29698.65,,LGA1851,,ATX,256,4,,,Black
Gigabyte,Gigabyte X570 UD,274.0,36990.0,,AM4,,ATX,128,4,,,Black / Silver
Gigabyte,Gigabyte Z790 AORUS ELITE DDR4,255.81,34534.35,,LGA1700,,ATX,128,4,,,Black
MSI,MSI MAG B560M MORTAR WIFI,299.99,40498.65,,LGA1200,,Micro ATX,128,4,,,Black / White
Gigabyte,Gigabyte A520M DS3H,108.46,14642.1,,AM4,,Micro ATX,128,4,,,Black
MSI,MSI PRO B860-P WIFI,189.99,25648.65,,LGA1851,,ATX,256,4,,,Silver / Black
Gigabyte,Gigabyte Z790 AERO G,423.9,57226.5,,LGA1700,,ATX,192,4,,,
MSI,MSI MPG Z590 GAMING CARBON WIFI,399.99,53998.65,,LGA1200,,ATX,128,4,,,Black
Gigabyte,Gigabyte Z490 UD,293.0,39555.0,,LGA1200,,ATX,128,4,,,Black / Silver
ASRock,ASRock B860M Pro-A,139.99,18898.65,,LGA1851,,Micro ATX,256,4,,,Black
Asus,Asus TUF GAMING B660M-PLUS WIFI,279.99,37798.65,,LGA1700,,Micro ATX,192,4,,,Yellow / Black
ASRock,ASRock Z790M PG LIGHTNING/D4,174.49,23556.15,,LGA1700,,Micro ATX,128,4,,,Black
ASRock,ASRock Z890 Taichi AQUA,756.99,102193.65,,LGA1851,,EATX,256,4,,,White
ASRock,ASRock H610M-ITX/eDP,179.9,24286.5,,LGA1700,,Mini ITX,64,2,,,Silver / Black
ASRock,ASRock B550 Extreme4,184.99,24973.65,,AM4,,ATX,128,4,,,Blue / Black
Asus,Asus PRIME B650M-A WIFI,348.42,47036.7,,AM5,,Micro ATX,128,4,,,Silver / Black
Gigabyte,Gigabyte Z890 AORUS MASTER AI TOP,699.98,94497.3,,LGA1851,,EATX,256,4,,,Black / Silver
ASRock,ASRock Z790 Taichi Carrara,391.91,52907.85,,LGA1700,,EATX,192,4,,,White / Black
Gigabyte,Gigabyte Z690 UD AX DDR4,471.78,63690.3,,LGA1700,,ATX,128,4,,,Black
ASRock,ASRock A520M Pro4,99.99,13498.65,,AM4,,Micro ATX,128,4,,,Black / Silver
MSI,MSI MEG Z690 ACE,736.88,99478.8,,LGA1700,,EATX,192,4,,,Black / Gold
MSI,MSI MEG X570 ACE,459.78,62070.3,,AM4,,ATX,128,4,,,Black / Silver
Gigabyte,Gigabyte Z890 AERO G,319.99,43198.65,,LGA1851,,ATX,256,4,,,Silver / White
Gigabyte,Gigabyte B860M D3HP,129.99,17548.65,,LGA1851,,Micro ATX,256,4,,,Silver / Black
Gigabyte,Gigabyte X570S AERO G,527.9,71266.5,,AM4,,ATX,128,4,,,Black / White
Asus,Asus ROG Crosshair VIII Impact,589.0,79515.0,,AM4,,Mini DTX,64,2,,,Black
ASRock,ASRock Z790 LiveMixer,308.16,41601.6,,LGA1700,,ATX,192,4,,,Purple / Black
Asus,Asus PRIME H610M-E D4,168.86,22796.1,,LGA1700,,Micro ATX,64,2,,,Silver / Black
ASRock,ASRock B860M Steel Legend WiFi,179.99,24298.65,,LGA1851,,Micro ATX,256,4,,,White / Silver
MSI,MSI MEG Z690 UNIFY,499.99,67498.65,,LGA1700,,ATX,192,4,,,Black / Silver
Asus,Asus PRO A520M-C II/CSM,92.99,12553.65,,AM4,,Micro ATX,64,2,,,Green / Black
Asus,Asus TUF GAMING Z790-PLUS D4,337.97,45625.95,,LGA1700,,ATX,128,4,,,Black
Asus,Asus ROG STRIX B760-A GAMING WIFI D4,381.99,51568.65,,LGA1700,,ATX,128,4,,,Silver / Black
Asus,Asus PRIME B860-PLUS WIFI-CSM,179.99,24298.65,,LGA1851,,ATX,256,4,,,Silver / Black
Asus,Asus ROG STRIX B860-A GAMING WIFI,319.62,43148.7,,LGA1851,,ATX,256,4,,,White / Silver
Gigabyte,Gigabyte H610M S2H DDR4,173.0,23355.0,,LGA1700,,Micro ATX,64,2,,,Black / Gray
Gigabyte,Gigabyte Z490 AORUS XTREME,1018.9,137551.5,,LGA1200,,EATX,128,4,,,Black / Silver
ASRock,ASRock Z890 Pro RS WiFi,194.99,26323.65,,LGA1851,,ATX,256,4,,,Silver / Black
MSI,MSI MPG X570S CARBON MAX WIFI,647.19,87370.65,,AM4,,ATX,128,4,,,Black / Silver
Asus,Asus PRIME B760M-PLUS,217.93,29420.55,,LGA1700,,Micro ATX,192,4,,,Silver / Black
Gigabyte,Gigabyte Z790 EAGLE,261.06,35243.1,,LGA1700,,ATX,192,4,,,Gray / Black
MSI,MSI PRO Z690-P DDR4,169.99,22948.65,,LGA1700,,ATX,128,4,,,Black / Silver
Gigabyte,Gigabyte Z590 VISION G,385.0,51975.0,,LGA1200,,ATX,128,4,,,Black / White
Gigabyte,Gigabyte B550 AORUS MASTER,406.99,54943.65,,AM4,,ATX,128,4,,,Black / Silver
NZXT,NZXT N5 Z690,227.93,30770.55,,LGA1700,,ATX,128,4,,,Black
Biostar,Biostar H510MHP 2.0,93.84,12668.4,,LGA1200,,Micro ATX,64,2,,,Black
Asus,Asus PRIME B840M-A WIFI,259.7,35059.5,,AM5,,Micro ATX,192,4,,,Silver / Black
Asus,Asus PRIME B450M-A/CSM,199.0,26865.0,,AM4,,Micro ATX,64,4,,,Black / Silver
Asus,Asus PRIME Z890-P,333.71,45050.85,,LGA1851,,ATX,192,4,,,Black / Silver
Asus,Asus TUF GAMING B760M-PLUS D4,229.1,30928.5,,LGA1700,,Micro ATX,128,4,,,Black / Orange
MSI,MSI MPG Z790 EDGE WIFI DDR4,599.99,80998.65,,LGA1700,,ATX,128,4,,,Silver / Black
Gigabyte,Gigabyte Z590 UD,278.0,37530.0,,LGA1200,,ATX,128,4,,,Black
Gigabyte,Gigabyte Z690I AORUS ULTRA DDR4,256.9,34681.5,,LGA1700,,Mini ITX,64,2,,,Black / Silver
MSI,MSI MEG Z490I UNIFY,393.48,53119.8,,LGA1200,,Mini ITX,64,2,,,Black / Silver
Gigabyte,Gigabyte B550 AORUS PRO V2,291.49,39351.15,,AM4,,ATX,128,4,,,Black
Gigabyte,Gigabyte Z690M AORUS ELITE AX DDR4,265.89,35895.15,,LGA1700,,Micro ATX,128,4,,,Black
Asus,Asus ROG STRIX Z590-I GAMING WIFI,549.0,74115.0,,LGA1200,,Mini ITX,64,2,,,Black
ASRock,ASRock A520M Phantom Gaming 4,96.49,13026.15,,AM4,,Micro ATX,128,4,,,Black
ASRock,ASRock Z890 Taichi OCF,525.79,70981.65,,LGA1851,,ATX,128,2,,,Black / Gold
Asus,Asus Pro B760M-CT-CSM,149.99,20248.65,,LGA1700,,Micro ATX,192,4,,,Green / Black
ASRock,ASRock B760M PG Riptide,280.87,37917.45,,LGA1700,,Micro ATX,192,4,,,Black / Blue
ASRock,ASRock B860M LiveMixer WiFi,169.99,22948.65,,LGA1851,,Micro ATX,256,4,,,Silver / Black
Gigabyte,Gigabyte B860M EAGLE V2,186.48,25174.8,,LGA1851,,Micro ATX,128,2,,,Silver / Black
ASRock,ASRock H670M Pro RS,165.57,22351.95,,LGA1700,,Micro ATX,128,4,,,Gray / Black
ASRock,ASRock Z890 Pro RS,197.81,26704.35,,LGA1851,,ATX,256,4,,,Silver / Black
ASRock,ASRock X570D4U-2L2T,419.0,56565.0,,AM4,,Micro ATX,128,4,,,Green / Silver
MSI,MSI MPG Z590 GAMING PLUS,433.89,58575.15,,LGA1200,,ATX,128,4,,,Black
Asus,Asus ROG Crosshair VIII Formula,630.0,85050.0,,AM4,,ATX,128,4,,,Black
Gigabyte,Gigabyte Z590 AORUS PRO AX,410.0,55350.0,,LGA1200,,ATX,128,4,,,Black
Asus,Asus PRO Q570M-C/CSM,75.0,10125.0,,LGA1200,,Micro ATX,128,4,,,Green / Black
MSI,MSI X470 GAMING PRO CARBON,399.0,53865.0,,AM4,,ATX,64,4,,,Black / Silver
Asus,Asus Pro B650M-CT-CSM,149.99,20248.65,,AM5,,Micro ATX,192,4,,,Green / Black
Asus,Asus Pro B660M-C D4-CSM,129.99,17548.65,,LGA1700,,Micro ATX,128,4,,,Green / Black
Asus,Asus ProArt B550-CREATOR,239.99,32398.65,,AM4,,ATX,128,4,,,Black
Gigabyte,Gigabyte H410M S2H V2,119.9,16186.5,,LGA1200,,Micro ATX,64,2,,,Black / Gray
Gigabyte,Gigabyte Z490 AORUS ELITE,475.49,64191.15,,LGA1200,,ATX,128,4,,,Black / Silver
MSI,MSI B850 GAMING PLUS WIFI6E,263.27,35541.45,,AM5,,ATX,256,4,,,Silver
Gigabyte,Gigabyte B760 GAMING X AX DDR4,263.83,35617.05,,LGA1700,,ATX,128,4,,,Black
Asus,Asus ROG STRIX Z490-I GAMING,499.0,67365.0,,LGA1200,,Mini ITX,64,2,,,Black
Gigabyte,Gigabyte Z590 AORUS MASTER,407.37,54994.95,,LGA1200,,ATX,128,4,,,Black
Asus,Asus TUF GAMING H770-PRO WIFI,347.15,46865.25,,LGA1700,,ATX,192,4,,,Black
Asus,Asus ROG MAXIMUS XII FORMULA,654.0,88290.0,,LGA1200,,ATX,128,4,,,Black
Gigabyte,Gigabyte X570 AORUS XTREME,995.0,134325.0,,AM4,,EATX,128,4,,,Black / Silver
Asus,Asus PRIME A520M-E,159.9,21586.5,,AM4,,Micro ATX,64,2,,,Black
Biostar,Biostar B660GTA,190.44,25709.4,,LGA1700,,ATX,128,4,,,Blue / Black
Asus,Asus PROART B760-CREATOR D4,285.62,38558.7,,LGA1700,,ATX,128,4,,,Black / Copper
Asus,Asus ROG STRIX B660-F GAMING WIFI,299.0,40365.0,,LGA1700,,ATX,192,4,,,Black
Asus,Asus Pro WS X570-ACE,579.99,78298.65,,AM4,,ATX,128,4,,,Black
Gigabyte,Gigabyte B860M GAMING X WIFI6E,169.99,22948.65,,LGA1851,,Micro ATX,256,4,,,Silver / Black
Gigabyte,Gigabyte GA-AX370-Gaming K5,236.49,31926.15,,AM4,,ATX,64,4,,,Black / Orange
MSI,MSI PRO B860-P,240.0,32400.0,,LGA1851,,ATX,256,4,,,Silver / Black
Gigabyte,Gigabyte Z690 AORUS PRO,399.99,53998.65,,LGA1700,,ATX,192,4,,,Black
Gigabyte,Gigabyte Z490 GAMING X,298.0,40230.0,,LGA1200,,ATX,128,4,,,Black / Silver
Asus,Asus Pro B560M-CT/CSM,159.0,21465.0,,LGA1200,,Micro ATX,128,4,,,Green
MSI,MSI MEG Z690 UNIFY-X,778.88,105148.8,,LGA1700,,ATX,96,2,,,Black / Silver
ASRock,ASRock B550 PG Velocita,260.37,35149.95,,AM4,,ATX,128,4,,,Silver / Black
ASRock,ASRock B860M Pro RS,149.99,20248.65,,LGA1851,,Micro ATX,256,4,,,Silver / Black
Asus,Asus PRIME A320M-E,237.0,31995.0,,AM4,,Micro ATX,64,2,,,Black / Silver
MSI,MSI MAG B460 TOMAHAWK,278.99,37663.65,,LGA1200,,ATX,128,4,,,Black / Silver
MSI,MSI MAG A520M VECTOR WIFI,176.8,23868.0,,AM4,,Micro ATX,64,2,,,Black
ASRock,ASRock H610M-HVS,110.91,14972.85,,LGA1700,,Micro ATX,64,2,,,Gray / Black
ASRock,ASRock B860M-H2,119.99,16198.65,,LGA1851,,Micro ATX,128,2,,,Black / Silver
Asus,Asus Pro Q670M-C-CSM,199.99,26998.65,,LGA1700,,Micro ATX,128,4,,,Green / Black
Gigabyte,Gigabyte Z790 AORUS ELITE AX-W,585.41,79030.35,,LGA1700,,ATX,192,4,,,Silver / Black
Gigabyte,Gigabyte Z690 AORUS ULTRA,357.91,48317.85,,LGA1700,,ATX,192,4,,,Black
Gigabyte,Gigabyte B860 DS3H,225.05,30381.75,,LGA1851,,ATX,256,4,,,Silver / Black
Asus,Asus PRIME H610M-D D4,139.4,18819.0,,LGA1700,,Micro ATX,64,2,,,Silver / Black
Asus,Asus TUF GAMING B860M-PLUS,244.56,33015.6,,LGA1851,,Micro ATX,256,4,,,Black / Silver
Gigabyte,Gigabyte H810M S2H,131.33,17729.55,,LGA1851,,Micro ATX,128,2,,,Gray / Black
Gigabyte,Gigabyte H610M D3W DDR4,147.89,19965.15,,LGA1700,,Micro ATX,64,2,,,Black
ASRock,ASRock Z890 Taichi Lite,480.6,64881.0,,LGA1851,,ATX,256,4,,,Silver / Black
ASRock,ASRock B660 Pro RS,311.33,42029.55,,LGA1700,,ATX,128,4,,,Gray / Black
Gigabyte,Gigabyte Z490 AORUS ELITE AC,398.0,53730.0,,LGA1200,,ATX,128,4,,,Black / Silver
Asus,Asus ProArt Z690-CREATOR WIFI,449.99,60748.65,,LGA1700,,ATX,192,4,,,Black / Copper
ASRock,ASRock X570D4U,304.99,41173.65,,AM4,,Micro ATX,128,4,,,Green
Gigabyte,Gigabyte B760M E,184.8,24948.0,,LGA1700,,Micro ATX,96,2,,,Black / Gray
ASRock,ASRock Z590M Pro4,299.99,40498.65,,LGA1200,,Micro ATX,128,4,,,Black / Silver
Asus,Asus TUF GAMING H670-PRO WIFI D4,229.99,31048.65,,LGA1700,,ATX,128,4,,,Gray / Black
Asus,Asus PRIME H770-PLUS D4,189.99,25648.65,,LGA1700,,ATX,128,4,,,Silver / Black
Gigabyte,Gigabyte Z490 AORUS MASTER,510.9,68971.5,,LGA1200,,ATX,128,4,,,Black / Silver
Asus,Asus ROG MAXIMUS XII EXTREME,996.85,134574.75,,LGA1200,,EATX,128,4,,,Black
Asus,Asus TUF GAMING B660M-PLUS D4,454.0,61290.0,,LGA1700,,Micro ATX,128,4,,,Orange / Black
Asus,Asus PRIME B860-PLUS-CSM,274.73,37088.55,,LGA1851,,ATX,256,4,,,Silver / Black
ASRock,ASRock B860M Lightning WiFi,189.99,25648.65,,LGA1851,,Micro ATX,256,4,,,Black
Gigabyte,Gigabyte H510M S2H,159.0,21465.0,,LGA1200,,Micro ATX,64,2,,,Brown / Gray
Gigabyte,Gigabyte Z890 EAGLE,312.38,42171.3,,LGA1851,,ATX,256,4,,,Gray / Black
MSI,MSI PRO B660M-G DDR4,672.84,90833.4,,LGA1700,,Micro ATX,64,2,,,Black / Silver
